matchid,team,score_progression,score
2013-03-05,BRI,4.5  6.13 10.14 13.16,94  
2013-03-06,RIC,4.9  7.11 13.14 20.15,135  
2013-03-06,WBD,2.1   3.3   6.5  10.8,68  
2013-03-07,COL,3.6   7.6  11.9 13.12,90  
2013-03-07,HAW,2.1   7.5  15.9 22.13,145  
2013-03-08,POR,5.2   6.9 12.13 17.16,118  
2013-03-08,ADE,4.4   9.6  13.7 16.13,109  
2013-04-00,SYD,8.1  10.3  11.6  16.7,103  
2013-04-00,GEE,7.2   9.4  16.7 19.10,124  
2013-04-01,HAW,5.2  10.4  13.6 18.10,118  
2013-04-01,FRE,0.2   5.4   8.8 11.10,76  
2013-04-02,RIC,3.3   6.5   8.6 11.13,79  
2013-04-02,COL,1.4   5.8 13.12 16.17,113  
2013-04-03,STK,3.2   5.6   9.9 13.13,91  
2013-04-03,ESS,6.2  10.7  15.8 19.14,128  
2013-04-04,WCE,2.8  3.14  7.18  7.23,65  
2013-04-04,CAR,2.5  7.10 10.15 12.17,89  
2013-04-05,GCS,4.3   5.4   6.8  9.12,66  
2013-04-05,POR,3.2  12.5  15.8  16.8,104  
2013-04-06,MEL,4.5   7.7 10.10 22.12,144  
2013-04-06,GWS,3.3   8.8 13.11 15.13,103  
2013-04-07,ADE,2.3   4.5   9.7  12.8,80  
2013-04-07,WBD,2.2   2.2   2.3   4.4,28  
2013-04-08,NM,5.10  8.13 15.16 18.17,125  
2013-04-08,BRI,1.2   4.5   6.5   9.8,62  
2013-05-00,ESS,2.3   6.4  12.8 18.13,121  
2013-05-00,COL,1.5  4.12  7.14 10.15,75  
2013-05-01,STK,3.1   5.3   6.6   9.9,63  
2013-05-01,SYD,3.3   6.7  9.13 11.13,79  
2013-05-02,FRE,2.0   7.5  10.8  12.9,81  
2013-05-02,RIC,5.2   7.3   9.5  12.8,80  
2013-05-03,GWS,3.3   7.4  12.6  16.8,104  
2013-05-03,GCS,3.3 10.11 13.18 21.22,148  
2013-05-04,CAR,6.3   9.5  13.8 17.13,115  
2013-05-04,ADE,1.5   3.6   6.9 12.11,83  
2013-05-05,WBD,3.1   6.3  10.6  13.8,86  
2013-05-05,GEE,5.5  10.9 15.12 15.17,107  
2013-05-06,POR,1.0   2.5   7.7 12.12,84  
2013-05-06,WCE,4.4  7.13  9.16 10.19,79  
2013-05-07,BRI,5.3  7.11 13.14 17.20,122  
2013-05-07,MEL,5.3   7.5  10.7 14.10,94  
2013-05-08,HAW,5.4   8.8 11.11 14.15,99  
2013-05-08,NM,3.5   7.9  9.15 13.18,96  
2013-06-00,COL,3.4   5.7 10.10 15.13,103  
2013-06-00,STK,3.2   5.5   8.9 11.11,77  
2013-06-01,ESS,1.5   3.8 10.15 17.18,120  
2013-06-01,GWS,5.2   7.5   8.9  12.9,81  
2013-06-02,NM,7.2   9.4  12.7  14.9,93  
2013-06-02,POR,1.5   6.7   7.9 12.11,83  
2013-06-03,ADE,1.4   5.9   8.9 11.12,78  
2013-06-03,HAW,5.2   6.5   9.8 13.11,89  
2013-06-04,GCS,0.2   2.5   5.8  7.12,54  
2013-06-04,FRE,3.3   6.5  10.6  15.9,99  
2013-06-05,RIC,4.1   8.4  11.7  13.9,87  
2013-06-05,GEE,3.3   9.3  15.7 20.11,131  
2013-06-06,SYD,7.4  10.8 13.11 17.13,115  
2013-06-06,BRI,1.0   4.2   5.5   8.7,55  
2013-06-07,CAR,5.1   8.4 12.10 18.13,121  
2013-06-07,MEL,0.3   3.7   5.9  8.12,60  
2013-06-08,WCE,6.3  10.4  16.7 21.11,137  
2013-06-08,WBD,3.0   5.2   8.3  10.7,67  
2013-07-00,GEE,2.2   7.7  13.9 17.11,113  
2013-07-00,ESS,2.5   6.9  7.18 11.19,85  
2013-07-01,POR,2.1   4.5  6.10 10.13,73  
2013-07-01,RIC,8.2  11.5  15.6  18.6,114  
2013-07-02,BRI,3.0   6.6   9.9 12.10,82  
2013-07-02,WCE,4.2   7.2  10.3  17.6,108  
2013-07-03,WBD,4.1   7.3  11.7  15.7,97  
2013-07-03,NM,5.5  8.11 13.14 22.19,151  
2013-07-04,FRE,6.4   9.6  10.7 15.10,100  
2013-07-04,COL,1.2   3.6   9.8 10.13,73  
2013-07-05,HAW,5.3  11.3  14.6 18.11,119  
2013-07-05,SYD,1.4   4.5   7.7 12.10,82  
2013-07-06,GWS,0.4   2.7   6.8  7.10,52  
2013-07-06,ADE,4.5  11.8 22.10 29.13,187  
2013-07-07,MEL,0.2   3.7  4.10  7.12,54  
2013-07-07,GCS,5.5   9.8 14.12 16.18,114  
2013-07-08,STK,3.5   7.7  10.8 11.11,77  
2013-07-08,CAR,2.4   3.6  4.11  9.14,68  
2013-08-00,WCE,3.2   4.9  8.14 12.18,90  
2013-08-00,NM,6.1   7.4  10.6 13.10,88  
2013-08-01,ESS,3.1   7.6  10.9 12.14,86  
2013-08-01,BRI,3.4   6.5  11.7 14.12,96  
2013-08-02,HAW,6.1  12.7 15.10 21.14,140  
2013-08-02,GWS,2.1   5.2   8.2   9.3,57  
2013-08-03,GCS,1.3   4.7 11.11 13.15,93  
2013-08-03,WBD,3.3   5.6  6.10  8.13,61  
2013-08-04,COL,5.7   9.9 11.10 15.12,102  
2013-08-04,GEE,3.1   5.7 13.11 14.12,96  
2013-08-05,SYD,3.0   7.2   8.3  11.4,70  
2013-08-05,FRE,3.6   3.8  5.12  9.16,70  
2013-08-06,CAR,5.4  8.10 13.12 16.13,109  
2013-08-06,POR,3.1   7.2   9.3  14.7,91  
2013-08-07,RIC,2.4   7.9 12.14 15.16,106  
2013-08-07,MEL,3.0   7.2  10.4  11.6,72  
2013-08-08,ADE,2.4   4.8  9.12 12.15,87  
2013-08-08,STK,2.4   3.5   5.7  6.11,47  
2013-09-00,COL,3.2   3.4   4.5   8.7,55  
2013-09-00,SYD,4.5   7.9 11.11 15.12,102  
2013-09-01,POR,0.4   3.6  4.10  9.14,68  
2013-09-01,GEE,7.1  10.4  15.6  18.8,116  
2013-09-02,GWS,2.1   4.3   8.4   8.7,55  
2013-09-02,WCE,7.4  14.9 18.12 23.17,155  
2013-09-03,STK,3.2   8.4  11.9 15.11,101  
2013-09-03,WBD,5.4   6.6  11.7  17.8,110  
2013-09-04,BRI,3.1   9.4 10.10 12.13,85  
2013-09-04,CAR,6.5   8.7 12.13 13.20,98  
2013-09-05,RIC,2.2   4.5   6.5   9.8,62  
2013-09-05,ESS,2.3   7.7  11.9 13.13,91  
2013-09-06,HAW,4.5   7.6  13.8 18.10,118  
2013-09-06,GCS,3.3   9.5  10.6  14.8,92  
2013-09-07,NM,4.4  10.6  16.6 19.10,124  
2013-09-07,ADE,1.2   8.8 12.12 18.17,125  
2013-09-08,FRE,7.5  13.7 15.11 19.16,130  
2013-09-08,MEL,1.1   2.2   5.3   6.4,40  
2013-10-00,BRI,1.1   2.4   5.6   7.9,51  
2013-10-00,COL,5.3   9.7 12.14 14.16,100  
2013-10-01,CAR,6.4  12.6 18.12 22.16,148  
2013-10-01,GWS,3.0   6.2   6.5   8.6,54  
2013-10-02,ADE,3.5   4.5   6.8  8.11,59  
2013-10-02,FRE,2.1   6.4   8.4  10.6,66  
2013-10-03,SYD,3.4   6.7 11.10 17.13,115  
2013-10-03,ESS,1.4   3.7   7.9 10.11,71  
2013-10-04,WBD,2.0   4.0   9.4  10.7,67  
2013-10-04,POR,3.3   5.5   5.9  8.10,58  
2013-10-05,GEE,3.2   6.6  9.10 18.15,123  
2013-10-05,GCS,3.2   4.8  9.10 10.11,71  
2013-10-06,MEL,0.3   1.7  5.10  6.12,48  
2013-10-06,HAW,3.9 12.10 14.14 21.17,143  
2013-10-07,NM,9.7 13.10 17.14 19.19,133  
2013-10-07,STK,1.0   4.3   9.3  10.5,65  
2013-10-08,WCE,3.3   3.6   5.9  8.14,62  
2013-10-08,RIC,2.3   8.4  14.5  16.7,103  
2013-11-00,ESS,2.1   3.4   6.7 11.11,77  
2013-11-00,CAR,1.4   6.5   8.9 10.12,72  
2013-11-01,GWS,5.3   9.5  14.8  15.8,98  
2013-11-01,GEE,2.3  10.7  16.8 24.13,157  
2013-11-02,ADE,1.4   3.4   3.9  6.14,50  
2013-11-02,SYD,4.4  10.9 17.12 19.13,127  
2013-11-03,GCS,0.1   5.6   7.7  9.12,66  
2013-11-03,NM,4.2   5.2   6.2   8.3,51  
2013-11-04,STK,4.2   6.7  9.10 11.14,80  
2013-11-04,WCE,3.5   4.7   7.9 12.12,84  
2013-11-05,MEL,1.5   1.7   3.9   5.9,39  
2013-11-05,COL,1.6  7.11 12.15 17.20,122  
2013-12-00,CAR,4.2   8.5  11.6  13.9,87  
2013-12-00,HAW,4.4   6.6  11.8 15.12,102  
2013-12-01,RIC,5.2   9.7 11.10 16.14,110  
2013-12-01,ADE,2.1   5.4  6.10 10.12,72  
2013-12-02,FRE,3.4   6.7   8.9 12.14,86  
2013-12-02,BRI,2.1   3.7   4.9  6.10,46  
2013-12-03,ESS,4.3   9.3  13.7 17.13,115  
2013-12-03,GCS,1.2   5.5   7.5  11.6,72  
2013-12-04,GWS,1.1   1.5  3.10  6.14,50  
2013-12-04,POR,6.5  12.7  17.9 19.11,125  
2013-12-05,COL,4.2  11.4  13.6  15.9,99  
2013-12-05,WBD,0.2   2.5   4.9  9.11,65  
2013-13-00,HAW,6.0  12.2  16.4  19.9,123  
2013-13-00,WCE,6.2   7.6  12.7  16.7,103  
2013-13-01,POR,1.2   3.5   5.6 10.12,72  
2013-13-01,SYD,4.1   5.2   6.4   8.6,54  
2013-13-02,STK,7.2  10.3  15.6  16.8,104  
2013-13-02,MEL,3.0   5.4   7.5  10.9,69  
2013-13-03,WBD,3.3   5.9  5.11  8.13,61  
2013-13-03,RIC,4.8  8.13 13.16 17.19,121  
2013-13-04,FRE,1.3   5.6   7.6  10.7,67  
2013-13-04,NM,0.2   1.3   3.5   4.5,29  
2013-13-05,BRI,3.2   5.4   7.8 15.13,103  
2013-13-05,GEE,5.3   9.7 13.10 14.14,98  
2013-14-00,WCE,3.4   6.6 12.10 13.13,91  
2013-14-00,ESS,4.1   6.3  10.5  15.8,98  
2013-14-01,SYD,4.6   5.9  6.11  8.17,65  
2013-14-01,CAR,0.3   1.5  4.10  5.13,43  
2013-14-02,GCS,3.5  5.11  9.14 11.17,83  
2013-14-02,ADE,1.4   8.7 11.10 16.15,111  
2013-14-03,POR,4.2   7.3   8.6  13.8,86  
2013-14-03,COL,2.3   4.5   5.6   7.9,51  
2013-14-04,MEL,3.5   8.8 12.12 15.13,103  
2013-14-04,WBD,2.2   4.6   6.9 15.10,100  
2013-14-05,GEE,3.4   5.7  7.16 11.19,85  
2013-14-05,FRE,0.2   4.2   4.2   7.2,44  
2013-14-06,HAW,3.8   8.9 15.15 21.17,143  
2013-14-06,BRI,1.2   5.5   7.7 12.13,85  
2013-14-07,NM,8.3  12.6 15.10 19.16,130  
2013-14-07,GWS,1.3   5.3   6.6   6.8,44  
2013-14-08,RIC,4.4  10.9 15.13 17.17,119  
2013-14-08,STK,3.2   4.4   7.5   8.7,55  
2013-15-00,CAR,7.0   8.1   9.3  12.5,77  
2013-15-00,COL,5.3  11.7 15.14 17.16,118  
2013-15-01,GWS,4.2   5.6   9.9 12.11,83  
2013-15-01,WBD,4.1   5.5   9.7  13.9,87  
2013-15-02,NM,3.3  11.6  15.8 19.14,128  
2013-15-02,RIC,2.2   2.7  4.15  8.18,66  
2013-15-03,BRI,3.8   8.9 12.12 17.14,116  
2013-15-03,GCS,2.6  5.10 10.10 12.11,83  
2013-15-04,ADE,3.2   6.5  7.11  9.15,69  
2013-15-04,WCE,4.3   5.4   8.7  11.9,75  
2013-15-05,GEE,5.2   6.8  6.15 11.16,82  
2013-15-05,HAW,2.4   3.8  4.11 10.12,72  
2013-15-06,MEL,3.1   5.2   8.5  13.7,85  
2013-15-06,SYD,5.3  9.13 13.18 16.20,116  
2013-15-07,FRE,3.1   6.2  11.6 15.10,100  
2013-15-07,STK,2.2   7.3   9.3  11.4,70  
2013-15-08,ESS,3.2   9.5  13.7 18.10,118  
2013-15-08,POR,4.3   5.4   9.7 12.16,88  
2013-16-00,COL,2.2   9.5  13.6  17.9,111  
2013-16-00,ADE,6.3   8.7 10.11 12.12,84  
2013-16-01,POR,2.2   8.4  10.5  12.7,79  
2013-16-01,HAW,6.0  10.4  16.6 19.10,124  
2013-16-02,GEE,4.5  7.10 11.12 13.20,98  
2013-16-02,MEL,1.2   2.4   3.5   4.6,30  
2013-16-03,RIC,1.3  4.10  5.13  6.17,53  
2013-16-03,GCS,3.3   4.4   5.6   6.8,44  
2013-16-04,CAR,3.3   7.6 11.10 16.14,110  
2013-16-04,STK,3.6   5.9  9.11 10.14,74  
2013-16-05,BRI,2.2   5.5  11.6  18.9,117  
2013-16-05,NM,5.1  10.1  14.3  17.3,105  
2013-16-06,SYD,3.8 10.10 15.19 24.27,171  
2013-16-06,GWS,1.3   3.7   3.9  5.12,42  
2013-16-07,WBD,3.2   6.2  12.4  14.6,90  
2013-16-07,ESS,6.4   9.7 13.11 18.13,121  
2013-16-08,WCE,2.3   6.5  11.8  14.9,93  
2013-16-08,FRE,4.2   6.4  11.6  19.7,121  
2013-17-00,NM,5.5   7.8 10.11 16.12,108  
2013-17-00,CAR,6.0   9.2  14.8 16.13,109  
2013-17-01,HAW,4.6   6.9  7.12 13.17,95  
2013-17-01,WBD,2.3   3.7   5.9 11.10,76  
2013-17-02,GWS,5.3   6.3   9.4 11.11,77  
2013-17-02,ESS,5.0   8.3  14.6  18.8,116  
2013-17-03,GCS,3.4   7.6  11.7  13.7,85  
2013-17-03,COL,2.7   6.9  8.10 11.12,78  
2013-17-04,MEL,5.1   6.5  10.7  11.9,75  
2013-17-04,BRI,3.4   8.5 11.12 13.16,94  
2013-17-05,STK,2.2   4.5   9.9 13.14,92  
2013-17-05,POR,7.4  10.8 11.10 14.13,97  
2013-17-06,RIC,3.3   4.6   9.9 12.12,84  
2013-17-06,FRE,2.2   2.5   6.6   8.9,57  
2013-17-07,ADE,3.5   4.8   9.8 14.10,94  
2013-17-07,GEE,4.0   9.2  12.4  14.8,92  
2013-17-08,WCE,3.4   5.6   6.8 11.13,79  
2013-17-08,SYD,4.4  10.8  12.9 17.11,113  
2013-18-00,ESS,4.3   5.4   9.6  13.9,87  
2013-18-00,HAW,6.1  10.6 16.10 22.11,143  
2013-18-01,GCS,3.4   7.7   9.8 11.11,77  
2013-18-01,CAR,4.6  8.12 10.19 16.24,120  
2013-18-02,MEL,1.0   3.2   4.4   4.4,28  
2013-18-02,NM,3.5   6.9 14.12 22.18,150  
2013-18-03,COL,3.3   4.6  9.12 15.16,106  
2013-18-03,GWS,4.2   7.4  10.4  10.6,66  
2013-18-04,FRE,3.2   6.5   9.8  11.9,75  
2013-18-04,ADE,2.4   2.6   5.9  7.11,53  
2013-18-05,GEE,4.1  12.5  16.9 21.11,137  
2013-18-05,STK,4.1   5.1   5.5   5.6,36  
2013-18-06,POR,3.4   5.9  8.16  9.17,71  
2013-18-06,BRI,1.4   4.5   9.6   9.8,62  
2013-18-07,WBD,3.3   7.7 12.10 16.15,111  
2013-18-07,WCE,4.4   7.6  10.8 13.11,89  
2013-18-08,SYD,5.3   8.7 13.10 16.14,110  
2013-18-08,RIC,5.3   6.4   8.7   9.9,63  
2013-19-00,NM,4.3  10.4  12.5  15.6,96  
2013-19-00,GEE,3.1   7.2  11.3  13.8,86  
2013-19-01,GWS,5.1   9.3  12.7 19.10,124  
2013-19-01,MEL,4.3   5.8  9.12 12.15,87  
2013-19-02,HAW,3.4   6.8  7.10  9.12,66  
2013-19-02,RIC,6.4   6.6 10.10 16.11,107  
2013-19-03,WCE,4.0  10.1  15.6 20.10,130  
2013-19-03,GCS,3.3   7.7  11.8 17.11,113  
2013-19-04,CAR,3.1   6.2  11.6  12.8,80  
2013-19-04,FRE,4.3   7.5 12.10 17.14,116  
2013-19-05,BRI,3.3   9.3  12.9 16.12,108  
2013-19-05,STK,2.2   5.3   9.9 11.11,77  
2013-19-06,WBD,4.1   7.3  11.4  15.9,99  
2013-19-06,SYD,5.1  10.3  15.6  21.8,134  
2013-19-07,ADE,3.2   5.6 12.10 15.13,103  
2013-19-07,POR,2.1   9.3  11.4  17.5,107  
2013-19-08,COL,5.3   8.6  14.9 20.13,133  
2013-19-08,ESS,0.2   2.4   5.8  7.12,54  
2013-20-00,STK,2.5   3.6  4.12  7.14,56  
2013-20-00,HAW,3.3  8.13 10.18 14.18,102  
2013-20-01,RIC,6.2  11.7  11.9 14.13,97  
2013-20-01,BRI,1.3   4.4   7.7  11.8,74  
2013-20-02,GEE,6.4  12.7  19.9  20.9,129  
2013-20-02,POR,1.3   4.4  10.5  16.8,104  
2013-20-03,CAR,2.1   6.6  12.9 13.11,89  
2013-20-03,WBD,2.6   8.9 12.15 16.21,117  
2013-20-04,SYD,4.4   5.9  9.10 10.11,71  
2013-20-04,COL,2.4   6.6 12.10 14.16,100  
2013-20-05,GCS,2.4   5.9 10.11 13.12,90  
2013-20-05,MEL,3.2   5.6  8.11 10.17,77  
2013-20-06,ESS,3.3   6.7  8.13  9.13,67  
2013-20-06,WCE,3.6   6.9 12.10 18.12,120  
2013-20-07,ADE,3.5   7.7   9.8 11.13,79  
2013-20-07,NM,0.2   3.5  8.10 10.10,70  
2013-20-08,FRE,6.7   8.9 15.12 24.13,157  
2013-20-08,GWS,0.3   5.3   5.5   6.8,44  
2013-21-00,HAW,6.4  12.5  15.9 18.11,119  
2013-21-00,COL,4.5   9.8  9.11 12.12,84  
2013-21-01,RIC,8.2  10.3  12.7 14.12,96  
2013-21-01,CAR,3.2   9.4  13.4 16.10,106  
2013-21-02,POR,7.5   8.9 10.13 16.17,113  
2013-21-02,GCS,3.5   6.8 12.10 14.12,96  
2013-21-03,ESS,1.3   4.8  6.12  9.16,70  
2013-21-03,NM,2.3   7.6 13.10 17.13,115  
2013-21-04,WCE,2.1   2.3   4.5   6.5,41  
2013-21-04,GEE,6.1  11.5  15.9 16.11,107  
2013-21-05,BRI,5.5  12.7 16.12 18.15,123  
2013-21-05,GWS,1.1   3.2   4.4   9.9,63  
2013-21-06,MEL,0.2   4.5   5.7   5.8,38  
2013-21-06,FRE,4.5   9.6 14.11 20.13,133  
2013-21-07,SYD,2.3   6.6  13.9 18.10,118  
2013-21-07,STK,2.3   4.4   5.6  8.11,59  
2013-21-08,WBD,7.2   9.5  13.6 20.11,131  
2013-21-08,ADE,4.2   8.6  14.9 17.12,114  
2013-22-00,COL,8.3  11.8 14.10 15.11,101  
2013-22-00,WCE,2.2   3.4   3.6   5.9,39  
2013-22-01,ADE,1.2   7.4  11.8 18.12,120  
2013-22-01,MEL,2.3   4.5   5.9  7.10,52  
2013-22-02,NM,4.4  10.8  14.9 15.13,103  
2013-22-02,HAW,4.2   8.7 15.10 17.15,117  
2013-22-03,GEE,4.4   6.9  8.12 13.14,92  
2013-22-03,SYD,2.2   3.2   5.5   7.6,48  
2013-22-04,FRE,5.4  10.4  15.7  21.8,134  
2013-22-04,POR,1.1   1.3   4.4   9.6,60  
2013-22-05,CAR,3.9  5.10  9.18  9.22,76  
2013-22-05,ESS,4.2   6.7   8.7 12.10,82  
2013-22-06,STK,3.2   9.5  12.9 17.14,116  
2013-22-06,GCS,3.3   6.5   9.6 10.10,70  
2013-22-07,GWS,3.0   3.1   6.4   6.6,42  
2013-22-07,RIC,4.4  15.9 19.10 25.13,163  
2013-22-08,BRI,7.1  13.2  14.3 15.10,100  
2013-22-08,WBD,2.5   4.6  8.11 13.15,93  
2013-23-00,SYD,5.2   9.2  13.4  16.4,100  
2013-23-00,HAW,2.2   7.5  11.6 17.10,112  
2013-23-01,STK,4.4   9.6  12.9 16.16,112  
2013-23-01,FRE,0.0   4.3   5.5   6.5,41  
2013-23-02,GEE,5.5  7.11 12.20 15.22,112  
2013-23-02,BRI,3.3   9.5  11.6  17.9,111  
2013-23-03,POR,4.3   8.9 12.11 15.13,103  
2013-23-03,CAR,1.5   3.7  7.12 15.14,104  
2013-23-04,ESS,2.4   3.6   5.8  9.11,65  
2013-23-04,RIC,4.1   5.7  11.9 15.14,104  
2013-23-05,WCE,0.3   3.7   4.8  5.13,43  
2013-23-05,ADE,4.4   8.7 15.10 19.15,129  
2013-23-06,GCS,6.1  12.3  16.7 22.14,146  
2013-23-06,GWS,2.4   5.4   7.8   9.9,63  
2013-23-07,COL,5.4  10.8 14.11 17.12,114  
2013-23-07,NM,8.1  10.5  15.9 19.11,125  
2013-23-08,WBD,4.3  13.6  14.8 16.11,107  
2013-23-08,MEL,4.5   6.5   9.7  13.9,87  
2013-24-QualifyingFinal,HAW,3.4   4.7   9.9 15.15,105  
2013-24-QualifyingFinal,SYD,3.3   4.7   5.8   7.9,51   
2013-25-QualifyingFinal,FRE,2.5   7.9 10.12 12.15,87   
2013-25-QualifyingFinal,GEE,4.6  6.11  9.13  9.18,72   
2013-26-EliminationFinal,POR,2.4   6.6   8.9 12.15,87   
2013-26-EliminationFinal,COL,1.4   4.6   7.7   9.9,63   
2013-27-EliminationFinal,CAR,2.3   6.5  12.6  18.8,116  
2013-27-EliminationFinal,RIC,3.5  10.7 12.10 14.12,96   
2013-28-SemiFinal,GEE,2.2   3.6  8.12 13.18,96   
2013-28-SemiFinal,POR,3.2   7.5   8.5  12.8,80   
2013-29-SemiFinal,SYD,3.3   8.6  13.8  13.8,86   
2013-29-SemiFinal,CAR,2.3   4.8   4.8  8.14,62   
2013-30-PreliminaryFinal,HAW,3.5   7.8 10.10 14.18,102  
2013-30-PreliminaryFinal,GEE,4.0   7.4  14.6  15.7,97   
2013-31-PreliminaryFinal,FRE,2.9  7.11 11.12 14.15,99   
2013-31-PreliminaryFinal,SYD,2.1   2.2   5.5  11.8,74   
2013-32-GrandFinal,HAW,2.3   5.5   8.8 11.11,77   
2013-32-GrandFinal,FRE,0.3   1.6  6.10  8.14,62   
