year,matchid,day,date,time,atime,attendance,venue,winner,won_by,extra_time
1990,1990-06-05,Sat,05/05/1990,2:10 PM,,30895,Moorabbin Oval,STK,3,0
1990,1990-06-06,Sun,06/05/1990,2:10 PM,,10155,S.C.G.,SYD,5,0
1990,1990-07-00,Fri,11/05/1990,7:40 PM,,32269,M.C.G.,MEL,55,0
1990,1990-07-01,Sat,12/05/1990,2:10 PM,,22198,Windy Hill,CAR,20,0
1990,1990-07-02,Sat,12/05/1990,2:10 PM,,48099,Waverley Park,HAW,2,0
1990,1990-07-03,Sat,12/05/1990,2:10 PM,,14524,Princes Park,FIT,18,0
1990,1990-07-04,Sat,12/05/1990,2:10 PM,,16155,M.C.G.,WBD,2,0
1990,1990-07-05,Sun,13/05/1990,2:10 PM,,7226,Carrara,BRB,8,0
1990,1990-07-06,Sun,13/05/1990,2:10 PM,,21181,Kardinia Park,RIC,14,0
1990,1990-08-00,Fri,18/05/1990,7:40 PM,,8960,S.C.G.,SYD,9,0
1990,1990-08-01,Sat,19/05/1990,2:10 PM,,36370,Waverley Park,CAR,67,0
1990,1990-08-02,Sat,19/05/1990,2:10 PM,,16530,Princes Park,COL,45,0
1990,1990-08-03,Sat,19/05/1990,2:10 PM,,26376,M.C.G.,MEL,53,0
1990,1990-08-04,Sat,19/05/1990,2:10 PM,,22351,Moorabbin Oval,STK,16,0
1990,1990-08-05,Sun,20/05/1990,2:10 PM,,25255,Western Oval,ESS,19,0
1990,1990-08-06,Sun,20/05/1990,2:10 PM,4:10 PM,20457,Subiaco,WCE,59,0
1990,1990-09-00,Sat,26/05/1990,2:10 PM,,19052,Princes Park,CAR,41,0
1990,1990-09-01,Sat,26/05/1990,2:10 PM,,22232,Victoria Park,COL,80,0
1990,1990-09-02,Sat,26/05/1990,2:10 PM,,21251,Windy Hill,ESS,11,0
1990,1990-09-03,Sat,26/05/1990,2:10 PM,,39701,Waverley Park,HAW,44,0
1990,1990-09-04,Sat,26/05/1990,7:40 PM,,6628,Carrara,WBD,69,0
1990,1990-09-05,Sun,27/05/1990,2:10 PM,,19465,M.C.G.,RIC,79,0
1990,1990-09-06,Sun,27/05/1990,2:10 PM,4:10 PM,21323,Subiaco,WCE,19,0
1990,1990-10-00,Fri,01/06/1990,7:40 PM,,9377,M.C.G.,NM,28,0
1990,1990-10-01,Sat,02/06/1990,2:10 PM,,14099,Moorabbin Oval,STK,77,0
1990,1990-10-02,Sat,02/06/1990,2:10 PM,,31648,M.C.G.,RIC,23,0
1990,1990-10-03,Sat,02/06/1990,2:10 PM,,49655,Waverley Park,COL,52,0
1990,1990-10-04,Sat,02/06/1990,2:10 PM,,11329,Princes Park,FIT,14,0
1990,1990-10-05,Sun,03/06/1990,2:10 PM,,12551,S.C.G.,ESS,90,0
1990,1990-10-06,Sun,03/06/1990,2:10 PM,,26073,Kardinia Park,GEE,2,0
1990,1990-11-00,Sat,09/06/1990,2:10 PM,,19427,Windy Hill,ESS,39,0
1990,1990-11-01,Sat,09/06/1990,2:10 PM,,47572,Waverley Park,GEE,8,0
1990,1990-11-02,Sat,09/06/1990,2:10 PM,,11848,Princes Park,HAW,49,0
1990,1990-11-03,Sun,10/06/1990,2:10 PM,,12339,Carrara,COL,34,0
1990,1990-11-04,Mon,11/06/1990,2:10 PM,,59782,M.C.G.,MEL,6,0
1990,1990-11-05,Mon,11/06/1990,2:10 PM,,13271,Princes Park,NM,22,0
1990,1990-11-06,Mon,11/06/1990,2:10 PM,,29698,Western Oval,WBD,14,0
1990,1990-12-00,Fri,15/06/1990,7:40 PM,9:40 PM,28094,W.A.C.A.,WCE,23,0
1990,1990-12-01,Sat,16/06/1990,2:10 PM,,11738,Princes Park,CAR,69,0
1990,1990-12-02,Sat,16/06/1990,2:10 PM,,53917,Waverley Park,COL,11,0
1990,1990-12-03,Sat,16/06/1990,2:10 PM,,16311,Windy Hill,ESS,30,0
1990,1990-12-04,Sat,16/06/1990,2:10 PM,,31180,M.C.G.,RIC,20,0
1990,1990-12-05,Sun,17/06/1990,2:10 PM,,6136,S.C.G.,FIT,45,0
1990,1990-12-06,Sun,17/06/1990,2:10 PM,,17828,Western Oval,MEL,33,0
1990,1990-13-00,Sat,23/06/1990,2:10 PM,,29571,Princes Park,CAR,19,0
1990,1990-13-01,Sat,23/06/1990,2:10 PM,,38511,M.C.G.,STK,33,0
1990,1990-13-02,Sat,23/06/1990,7:40 PM,,10105,Carrara,ESS,54,0
1990,1990-13-03,Sat,30/06/1990,2:10 PM,,31447,Victoria Park,COL,59,0
1990,1990-13-04,Sat,30/06/1990,2:10 PM,,22388,Waverley Park,WBD,18,0
1990,1990-13-05,Sat,30/06/1990,2:10 PM,,10721,M.C.G.,NM,90,0
1990,1990-13-06,Sun,01/07/1990,2:10 PM,4:10 PM,20133,Subiaco,WCE,37,0
1990,1990-14-00,Fri,06/07/1990,7:40 PM,,11438,M.C.G.,RIC,82,0
1990,1990-14-01,Sat,07/07/1990,2:10 PM,,23596,Victoria Park,COL,26,0
1990,1990-14-02,Sat,07/07/1990,2:10 PM,,13339,Princes Park,ESS,83,0
1990,1990-14-03,Sat,07/07/1990,2:10 PM,,28202,Moorabbin Oval,WBD,7,0
1990,1990-14-04,Sat,07/07/1990,2:10 PM,,30211,Waverley Park,HAW,68,0
1990,1990-14-05,Sat,07/07/1990,2:10 PM,,19272,M.C.G.,NM,127,0
1990,1990-14-06,Sun,08/07/1990,2:10 PM,,10555,S.C.G.,CAR,72,0
1990,1990-15-00,Fri,13/07/1990,7:40 PM,9:40 PM,20474,W.A.C.A.,WCE,18,0
1990,1990-15-01,Sat,14/07/1990,2:10 PM,,76390,Waverley Park,COL,54,0
1990,1990-15-02,Sat,14/07/1990,2:10 PM,,25159,Princes Park,ESS,75,0
1990,1990-15-03,Sat,14/07/1990,2:10 PM,,13184,Western Oval,WBD,16,0
1990,1990-15-04,Sat,14/07/1990,2:10 PM,,18265,Kardinia Park,GEE,10,0
1990,1990-15-05,Sat,14/07/1990,2:10 PM,,21426,M.C.G.,NM,44,0
1990,1990-15-06,Sun,15/07/1990,2:10 PM,,7347,Carrara,BRB,49,0
1990,1990-16-00,Fri,20/07/1990,7:40 PM,9:40 PM,20296,W.A.C.A.,WCE,43,0
1990,1990-16-01,Sat,21/07/1990,2:10 PM,,25235,Princes Park,CAR,15,0
1990,1990-16-02,Sat,21/07/1990,2:10 PM,,19945,Windy Hill,MEL,8,0
1990,1990-16-03,Sat,21/07/1990,2:10 PM,,13335,Waverley Park,FIT,27,0
1990,1990-16-04,Sat,21/07/1990,2:10 PM,,25532,M.C.G.,HAW,91,0
1990,1990-16-05,Sun,22/07/1990,2:10 PM,,8310,M.C.G.,NM,36,0
1990,1990-16-06,Sun,22/07/1990,2:10 PM,,11722,S.C.G.,COL,24,0
1990,1990-17-00,Sat,28/07/1990,2:10 PM,,18712,Princes Park,WCE,31,0
1990,1990-17-01,Sat,28/07/1990,2:10 PM,,24436,Waverley Park,ESS,79,0
1990,1990-17-02,Sat,28/07/1990,2:10 PM,,20222,M.C.G.,MEL,19,0
1990,1990-17-03,Sat,28/07/1990,2:10 PM,,18018,Kardinia Park,NM,21,0
1990,1990-17-04,Sat,28/07/1990,2:10 PM,,19108,Moorabbin Oval,STK,75,0
1990,1990-17-05,Sun,29/07/1990,2:10 PM,,8768,Carrara,HAW,15,0
1990,1990-17-06,Sun,29/07/1990,2:10 PM,,52724,M.C.G.,WBD,3,0
1990,1990-18-00,Fri,03/08/1990,7:40 PM,,44627,M.C.G.,HAW,10,0
1990,1990-18-01,Sat,04/08/1990,2:10 PM,,10890,Waverley Park,MEL,13,0
1990,1990-18-02,Sat,04/08/1990,2:10 PM,,28301,Victoria Park,COL,68,0
1990,1990-18-03,Sat,04/08/1990,2:10 PM,,21796,Kardinia Park,ESS,2,0
1990,1990-18-04,Sat,04/08/1990,2:10 PM,,8949,Princes Park,FIT,38,0
1990,1990-18-05,Sun,05/08/1990,2:10 PM,,22142,Western Oval,CAR,29,0
1990,1990-18-06,Sun,05/08/1990,2:10 PM,,6970,S.C.G.,WCE,15,0
1990,1990-19-00,Sat,11/08/1990,2:10 PM,,10482,Princes Park,WBD,35,0
1990,1990-19-01,Sat,11/08/1990,2:10 PM,,27612,Waverley Park,HAW,36,0
1990,1990-19-02,Sat,11/08/1990,2:10 PM,,16719,M.C.G.,MEL,67,0
1990,1990-19-03,Sat,11/08/1990,7:40 PM,,8180,Carrara,BRB,66,0
1990,1990-19-04,Sun,12/08/1990,2:10 PM,,21094,M.C.G.,NM,34,0
1990,1990-19-05,Sun,12/08/1990,2:10 PM,,65293,Waverley Park,ESS,6,0
1990,1990-19-06,Sun,12/08/1990,2:10 PM,4:10 PM,22939,Subiaco,WCE,48,0
1990,1990-20-00,Fri,17/08/1990,7:40 PM,,5272,S.C.G.,SYD,31,0
1990,1990-20-01,Sat,18/08/1990,2:10 PM,,25455,Princes Park,CAR,20,0
1990,1990-20-02,Sat,18/08/1990,2:10 PM,,53982,Waverley Park,HAW,83,0
1990,1990-20-03,Sat,18/08/1990,2:10 PM,,13712,Moorabbin Oval,STK,1,0
1990,1990-20-04,Sat,18/08/1990,2:10 PM,,16087,Western Oval,NM,27,0
1990,1990-20-05,Sat,18/08/1990,2:10 PM,,16984,M.C.G.,GEE,64,0
1990,1990-20-06,Sun,19/08/1990,2:10 PM,4:10 PM,35623,Subiaco,MEL,36,0
1990,1990-21-00,Fri,24/08/1990,7:40 PM,,18079,M.C.G.,NM,92,0
1990,1990-21-01,Sat,25/08/1990,2:10 PM,,23200,Princes Park,HAW,31,0
1990,1990-21-02,Sat,25/08/1990,2:10 PM,,21008,Victoria Park,COL,86,0
1990,1990-21-03,Sat,25/08/1990,2:10 PM,,17258,Windy Hill,ESS,24,0
1990,1990-21-04,Sat,25/08/1990,2:10 PM,,13109,Kardinia Park,SYD,2,0
1990,1990-21-05,Sat,25/08/1990,2:10 PM,,15342,Waverley Park,MEL,36,0
1990,1990-21-06,Sun,26/08/1990,2:10 PM,,7286,Carrara,WCE,41,0
1990,1990-22-00,Sat,01/09/1990,2:10 PM,,11371,Western Oval,WBD,21,0
1990,1990-22-01,Sat,01/09/1990,2:10 PM,,14168,Princes Park,FIT,12,0
1990,1990-22-02,Sat,01/09/1990,2:10 PM,,43044,Waverley Park,COL,89,0
1990,1990-22-03,Sat,01/09/1990,2:10 PM,,26661,Moorabbin Oval,ESS,35,0
1990,1990-22-04,Sat,01/09/1990,2:10 PM,,16312,Kardinia Park,WCE,7,0
1990,1990-22-05,Sat,01/09/1990,2:10 PM,,57247,M.C.G.,MEL,12,0
1990,1990-22-06,Sun,02/09/1990,2:10 PM,,7180,S.C.G.,RIC,30,0
1990,1990-23-QualifyingFinal,Sat,08/09/1990,2:30 PM,,57546,Waverley Park,NA,0,0
1990,1990-24-EliminationFinal,Sun,09/09/1990,2:30 PM,,74954,M.C.G.,MEL,9,0
1990,1990-25-QualifyingFinal,Sat,15/09/1990,2:30 PM,,53520,Waverley Park,COL,59,0
1990,1990-26-SemiFinal,Sat,22/09/1990,2:30 PM,,43458,Waverley Park,WCE,30,0
1990,1990-27-SemiFinal,Sun,23/09/1990,2:30 PM,,91555,M.C.G.,COL,63,0
1990,1990-28-PreliminaryFinal,Sat,29/09/1990,2:30 PM,,55813,Waverley Park,ESS,63,0
1990,1990-29-GrandFinal,Sat,06/09/1990,2:50 PM,,98944,M.C.G.,COL,48,0
1991,1991-01-00,Fri,22/03/1991,7:40 PM,8:10 PM,44902,Football Park,ADE,86,0
1991,1991-01-01,Sat,23/03/1991,2:10 PM,,33192,Waverley Park,STK,25,0
1991,1991-01-02,Sun,24/03/1991,2:10 PM,,38861,Waverley Park,COL,70,0
1991,1991-01-03,Sun,24/03/1991,2:10 PM,4:10 PM,26105,Subiaco,WCE,79,0
1991,1991-02-00,Sat,30/03/1991,2:10 PM,,39266,Waverley Park,WCE,27,0
1991,1991-02-01,Sat,30/03/1991,2:10 PM,,11278,Princes Park,MEL,131,0
1991,1991-02-02,Sat,30/03/1991,7:40 PM,,5724,Carrara,NM,46,0
1991,1991-02-03,Sun,31/03/1991,2:10 PM,2:40 PM,43850,Football Park,CAR,23,0
1991,1991-02-04,Mon,01/04/1991,2:10 PM,,31793,M.C.G.,ESS,4,0
1991,1991-02-05,Mon,01/04/1991,2:10 PM,,26303,Kardinia Park,GEE,26,0
1991,1991-02-06,Mon,01/04/1991,2:10 PM,,13815,Princes Park,HAW,91,0
1991,1991-03-00,Sat,06/04/1991,2:10 PM,,16651,Princes Park,CAR,57,0
1991,1991-03-01,Sat,06/04/1991,2:10 PM,,24691,Victoria Park,COL,59,0
1991,1991-03-02,Sat,06/04/1991,2:10 PM,,24961,M.C.G.,ESS,73,0
1991,1991-03-03,Sat,06/04/1991,2:10 PM,,25960,Waverley Park,HAW,57,0
1991,1991-03-04,Sun,07/04/1991,2:10 PM,,10649,S.C.G.,ADE,24,0
1991,1991-03-05,Sun,07/04/1991,2:10 PM,,20875,Western Oval,GEE,49,0
1991,1991-03-06,Sun,07/04/1991,2:10 PM,,27266,M.C.G.,STK,9,0
1991,1991-04-00,Fri,12/04/1991,7:40 PM,9:40 PM,28362,W.A.C.A.,WCE,72,0
1991,1991-04-01,Sat,13/04/1991,2:10 PM,,20197,Windy Hill,ESS,45,0
1991,1991-04-02,Sat,13/04/1991,2:10 PM,,32573,Waverley Park,MEL,45,0
1991,1991-04-03,Sat,13/04/1991,2:10 PM,,31213,Moorabbin Oval,NA,0,0
1991,1991-04-04,Sat,13/04/1991,2:10 PM,,10351,Princes Park,WBD,16,0
1991,1991-04-05,Sat,13/04/1991,2:10 PM,,17294,M.C.G.,SYD,37,0
1991,1991-04-06,Sun,14/04/1991,2:10 PM,,12654,Gabba,GEE,102,0
1991,1991-05-00,Fri,19/04/1991,7:40 PM,,13140,S.C.G.,ESS,31,0
1991,1991-05-01,Sat,20/04/1991,2:10 PM,,20403,Victoria Park,COL,22,0
1991,1991-05-02,Sat,20/04/1991,2:10 PM,,12124,Princes Park,RIC,24,0
1991,1991-05-03,Sat,20/04/1991,2:10 PM,,21448,Waverley Park,WBD,11,0
1991,1991-05-04,Sat,20/04/1991,2:10 PM,,22928,M.C.G.,MEL,70,0
1991,1991-05-05,Sun,21/04/1991,2:10 PM,,27365,Kardinia Park,GEE,37,0
1991,1991-05-06,Sun,21/04/1991,2:10 PM,4:10 PM,34704,Subiaco,WCE,65,0
1991,1991-06-00,Thu,25/04/1991,2:10 PM,,55735,Waverley Park,MEL,36,0
1991,1991-06-01,Thu,25/04/1991,2:10 PM,,15664,M.C.G.,NM,54,0
1991,1991-06-02,Sat,27/04/1991,2:10 PM,,29005,Princes Park,CAR,34,0
1991,1991-06-03,Sat,27/04/1991,2:10 PM,,33905,Waverley Park,WCE,45,0
1991,1991-06-04,Sat,27/04/1991,7:40 PM,,9253,Carrara,ESS,31,0
1991,1991-06-05,Sun,28/04/1991,2:10 PM,,13335,North Hobart,HAW,157,0
1991,1991-06-06,Sun,28/04/1991,7:40 PM,8:10 PM,36695,Football Park,ADE,31,0
1991,1991-07-00,Fri,03/05/1991,7:40 PM,,13111,M.C.G.,NM,44,0
1991,1991-07-01,Sat,04/05/1991,2:10 PM,,25057,Moorabbin Oval,STK,131,0
1991,1991-07-02,Sat,04/05/1991,2:10 PM,,14722,M.C.G.,MEL,13,0
1991,1991-07-03,Sat,04/05/1991,2:10 PM,,47651,Waverley Park,ESS,21,0
1991,1991-07-04,Sat,04/05/1991,2:10 PM,,18585,Princes Park,WCE,82,0
1991,1991-07-05,Sun,05/05/1991,2:10 PM,,18644,Western Oval,WBD,32,0
1991,1991-07-06,Sun,05/05/1991,2:10 PM,,11244,S.C.G.,SYD,46,0
1991,1991-08-00,Sat,11/05/1991,2:10 PM,,29727,Waverley Park,HAW,44,0
1991,1991-08-01,Sat,11/05/1991,2:10 PM,,21438,Windy Hill,WCE,7,0
1991,1991-08-02,Sat,11/05/1991,2:10 PM,,7416,Princes Park,SYD,77,0
1991,1991-08-03,Sat,11/05/1991,2:10 PM,,23617,M.C.G.,MEL,39,0
1991,1991-08-04,Sat,11/05/1991,2:10 PM,,17746,Kardinia Park,NM,31,0
1991,1991-08-05,Sun,12/05/1991,2:10 PM,,9828,Gabba,STK,69,0
1991,1991-08-06,Sun,12/05/1991,2:10 PM,,28322,M.C.G.,RIC,57,0
1991,1991-09-00,Fri,17/05/1991,7:40 PM,,16175,M.C.G.,NM,2,0
1991,1991-09-01,Sat,18/05/1991,2:10 PM,,10585,Western Oval,WBD,5,0
1991,1991-09-02,Sat,18/05/1991,2:10 PM,,23087,Princes Park,CAR,12,0
1991,1991-09-03,Sat,18/05/1991,2:10 PM,,26262,Victoria Park,GEE,42,0
1991,1991-09-04,Sat,18/05/1991,2:10 PM,,40537,Waverley Park,HAW,16,0
1991,1991-09-05,Sun,19/05/1991,2:10 PM,,13284,S.C.G.,STK,6,0
1991,1991-09-06,Sun,19/05/1991,2:10 PM,4:10 PM,23586,Subiaco,WCE,99,0
1991,1991-10-00,Fri,24/05/1991,7:40 PM,8:10 PM,43722,Football Park,ADE,34,0
1991,1991-10-01,Sat,25/05/1991,2:10 PM,,45595,Waverley Park,HAW,43,0
1991,1991-10-02,Sat,25/05/1991,2:10 PM,,33832,Moorabbin Oval,ESS,28,0
1991,1991-10-03,Sat,25/05/1991,2:10 PM,,10214,Princes Park,FIT,21,0
1991,1991-10-04,Sat,25/05/1991,2:10 PM,,17254,M.C.G.,NM,14,0
1991,1991-10-05,Sun,26/05/1991,2:10 PM,,7330,Carrara,RIC,7,0
1991,1991-10-06,Sun,26/05/1991,2:10 PM,4:10 PM,33498,Subiaco,WCE,34,0
1991,1991-11-00,Sat,01/06/1991,2:10 PM,,17644,Kardinia Park,GEE,84,0
1991,1991-11-01,Sat,01/06/1991,2:10 PM,,28299,M.C.G.,NM,16,0
1991,1991-11-02,Sat,01/06/1991,2:10 PM,,21635,Windy Hill,ESS,6,0
1991,1991-11-03,Sat,01/06/1991,2:10 PM,,20832,Princes Park,STK,26,0
1991,1991-11-04,Sat,01/06/1991,2:10 PM,,15476,Waverley Park,WCE,37,0
1991,1991-11-05,Sun,02/06/1991,2:10 PM,,7657,S.C.G.,BRB,47,0
1991,1991-11-06,Sun,02/06/1991,2:10 PM,,16036,Western Oval,WBD,41,0
1991,1991-12-00,Sat,08/06/1991,2:10 PM,,39832,Waverley Park,CAR,20,0
1991,1991-12-01,Sat,08/06/1991,2:10 PM,,11236,Western Oval,NA,0,0
1991,1991-12-02,Sun,09/06/1991,2:10 PM,,5728,Carrara,WCE,52,0
1991,1991-12-03,Sun,09/06/1991,7:40 PM,8:10 PM,31273,Football Park,ADE,3,0
1991,1991-12-04,Mon,10/06/1991,2:10 PM,,23123,Princes Park,GEE,40,0
1991,1991-12-05,Mon,10/06/1991,2:10 PM,,29415,M.C.G.,RIC,6,0
1991,1991-12-06,Mon,10/06/1991,2:10 PM,,31242,Moorabbin Oval,STK,35,0
1991,1991-13-00,Fri,14/06/1991,7:40 PM,9:40 PM,25117,W.A.C.A.,WCE,118,0
1991,1991-13-01,Sat,15/06/1991,2:10 PM,,16235,M.C.G.,ADE,38,0
1991,1991-13-02,Sat,15/06/1991,2:10 PM,,5741,Princes Park,HAW,87,0
1991,1991-13-03,Sat,15/06/1991,2:10 PM,,41948,Waverley Park,COL,2,0
1991,1991-13-04,Sun,16/06/1991,2:10 PM,,12769,S.C.G.,SYD,14,0
1991,1991-13-05,Sun,16/06/1991,2:10 PM,,13746,North Hobart,STK,13,0
1991,1991-13-06,Sun,16/06/1991,2:10 PM,,40930,M.C.G.,GEE,30,0
1991,1991-14-00,Fri,21/06/1991,7:40 PM,,23353,M.C.G.,NM,44,0
1991,1991-14-01,Sat,22/06/1991,2:10 PM,,19588,Princes Park,CAR,3,0
1991,1991-14-02,Sat,22/06/1991,2:10 PM,,22332,Victoria Park,COL,99,0
1991,1991-14-03,Sat,22/06/1991,2:10 PM,,16519,Windy Hill,ESS,39,0
1991,1991-14-04,Sat,22/06/1991,2:10 PM,,23963,Moorabbin Oval,STK,33,0
1991,1991-14-05,Sat,22/06/1991,2:10 PM,,30664,Waverley Park,HAW,50,0
1991,1991-14-06,Sun,23/06/1991,2:10 PM,2:40 PM,35355,Football Park,ADE,66,0
1991,1991-15-00,Fri,28/06/1991,7:40 PM,,25819,M.C.G.,HAW,64,0
1991,1991-15-01,Sat,29/06/1991,2:10 PM,,25164,Victoria Park,COL,123,0
1991,1991-15-02,Sat,29/06/1991,2:10 PM,,15147,Princes Park,CAR,19,0
1991,1991-15-03,Sat,29/06/1991,2:10 PM,,17536,Western Oval,WBD,46,0
1991,1991-15-04,Sat,29/06/1991,2:10 PM,,22688,Waverley Park,GEE,33,0
1991,1991-15-05,Sun,30/06/1991,2:10 PM,,10569,S.C.G.,MEL,83,0
1991,1991-15-06,Sun,30/06/1991,2:10 PM,4:10 PM,42255,Subiaco,WCE,44,0
1991,1991-16-00,Sat,06/07/1991,2:10 PM,,21715,Waverley Park,HAW,63,0
1991,1991-16-01,Sat,06/07/1991,2:10 PM,,23191,Princes Park,NM,6,0
1991,1991-16-02,Sat,06/07/1991,2:10 PM,,27757,Victoria Park,COL,53,0
1991,1991-16-03,Sat,06/07/1991,2:10 PM,,25799,M.C.G.,WCE,24,0
1991,1991-16-04,Sun,07/07/1991,2:10 PM,,7373,Gabba,BRB,65,0
1991,1991-16-05,Sun,07/07/1991,2:10 PM,,31096,Kardinia Park,GEE,24,0
1991,1991-16-06,Sun,07/07/1991,2:10 PM,,32782,M.C.G.,STK,28,0
1991,1991-17-00,Fri,12/07/1991,7:40 PM,9:40 PM,30715,W.A.C.A.,WCE,81,0
1991,1991-17-01,Sat,13/07/1991,2:10 PM,,13509,Princes Park,ADE,7,0
1991,1991-17-02,Sat,13/07/1991,2:10 PM,,7239,Waverley Park,NM,13,0
1991,1991-17-03,Sat,13/07/1991,2:10 PM,,13501,Windy Hill,RIC,17,0
1991,1991-17-04,Sat,13/07/1991,2:10 PM,,12710,M.C.G.,MEL,37,0
1991,1991-17-05,Sat,13/07/1991,2:10 PM,,28789,Moorabbin Oval,GEE,49,0
1991,1991-17-06,Sun,14/07/1991,2:10 PM,,12143,S.C.G.,HAW,11,0
1991,1991-18-00,Sat,20/07/1991,2:10 PM,,14129,Princes Park,COL,13,0
1991,1991-18-01,Sat,20/07/1991,2:10 PM,,19322,Windy Hill,ESS,74,0
1991,1991-18-02,Sat,20/07/1991,2:10 PM,,24731,Waverley Park,HAW,6,0
1991,1991-18-03,Sat,20/07/1991,2:10 PM,,24950,Moorabbin Oval,MEL,1,0
1991,1991-18-04,Sun,21/07/1991,2:10 PM,,9735,Carrara,BRB,7,0
1991,1991-18-05,Sun,21/07/1991,2:10 PM,,22145,Kardinia Park,GEE,68,0
1991,1991-18-06,Sun,21/07/1991,2:10 PM,2:40 PM,40794,Football Park,SYD,4,0
1991,1991-19-00,Fri,26/07/1991,7:40 PM,,19399,M.C.G.,NM,3,0
1991,1991-19-01,Sat,27/07/1991,2:10 PM,,13639,Kardinia Park,GEE,101,0
1991,1991-19-02,Sat,27/07/1991,2:10 PM,,16110,Princes Park,MEL,12,0
1991,1991-19-03,Sat,27/07/1991,2:10 PM,,53315,Waverley Park,COL,32,0
1991,1991-19-04,Sat,27/07/1991,2:10 PM,,8977,Western Oval,WBD,57,0
1991,1991-19-05,Sun,28/07/1991,2:10 PM,,9276,S.C.G.,SYD,7,0
1991,1991-19-06,Sun,28/07/1991,7:40 PM,8:10 PM,41716,Football Park,ADE,27,0
1991,1991-20-00,Sat,03/08/1991,2:10 PM,,20277,Princes Park,CAR,2,0
1991,1991-20-01,Sat,03/08/1991,2:10 PM,,14341,Windy Hill,ESS,67,0
1991,1991-20-02,Sat,03/08/1991,2:10 PM,,20670,Waverley Park,HAW,14,0
