matchid,team,score_progression,score
2015-10-03,GEE,3.1   9.5  15.6  19.8,122  
2015-10-04,POR,5.1   9.3  10.4  16.4,100  
2015-10-04,WBD,4.5   6.5   8.6   9.8,62  
2015-10-05,GWS,1.3   7.5  10.8 14.13,97  
2015-10-05,BRI,2.1   4.3   6.6  10.7,67  
2015-10-06,NM,4.4   5.4   9.6  13.7,85  
2015-10-06,WCE,1.4  5.11  7.12 10.15,75  
2015-10-07,STK,2.3   3.5   7.8  10.9,69  
2015-10-07,HAW,4.5  8.10 14.11 20.12,132  
2015-10-08,MEL,3.1   9.1  13.4  13.7,85  
2015-10-08,COL,7.1  11.3  15.4  17.8,110  
2015-11-00,POR,5.2   7.3  10.3  11.3,69  
2015-11-00,GEE,5.1   8.4  12.7  14.8,92  
2015-11-01,GCS,2.0   3.1   5.2   7.4,46  
2015-11-01,FRE,1.3   3.7  5.11  6.17,53  
2015-11-02,WCE,2.5   7.7   9.8 14.12,96  
2015-11-02,ESS,2.0   3.2   5.7  6.10,46  
2015-11-03,NM,3.4   4.6  8.11 10.15,75  
2015-11-03,SYD,4.3   9.5  12.7  14.7,91  
2015-11-04,COL,4.3   8.6 10.10 18.11,119  
2015-11-04,GWS,2.3   5.9  7.11 11.11,77  
2015-11-05,STK,3.5   9.6  11.9 12.13,85  
2015-11-05,MEL,3.4   8.6  11.9 12.11,83  
2015-12-00,ADE,4.1   7.2  11.7 12.13,85  
2015-12-00,HAW,6.2   9.6  13.9 17.12,114  
2015-12-01,RIC,4.2   8.3  10.6 10.10,70  
2015-12-01,WCE,4.3   7.6  12.8 13.12,90  
2015-12-02,CAR,4.2  10.3  15.7  17.8,110  
2015-12-02,POR,4.3   9.5  11.8 16.10,106  
2015-12-03,GWS,1.4   4.8  8.12  8.13,61  
2015-12-03,NM,6.2  10.4  13.5  18.9,117  
2015-12-04,WBD,5.3   8.6 13.11 22.14,146  
2015-12-04,BRI,2.1   5.3   8.5  11.8,74  
2015-12-05,GEE,3.1   6.4  11.5 13.11,89  
2015-12-05,MEL,5.2   7.3  13.4  18.5,113  
2015-13-00,FRE,3.2   7.4   9.6  12.8,80  
2015-13-00,COL,3.4   7.6   9.6  11.7,73  
2015-13-01,SYD,3.4   8.7  10.8 11.11,77  
2015-13-01,RIC,2.4   3.5 10.10 14.11,95  
2015-13-02,HAW,2.4   5.8 11.14 16.18,114  
2015-13-02,ESS,2.5   5.7   7.8 11.10,76  
2015-13-03,BRI,4.3   6.5  10.7  10.9,69  
2015-13-03,ADE,2.3   3.6  5.13 11.16,82  
2015-13-04,STK,1.5   3.7   5.9  7.14,56  
2015-13-04,WBD,1.3   3.4   7.7   9.8,62  
2015-13-05,CAR,3.3   8.7 11.14 14.19,103  
2015-13-05,GCS,5.5   6.7   8.9  9.15,69  
2015-14-00,SYD,4.1   8.5  12.7 14.10,94  
2015-14-00,POR,4.1   6.6   8.7 12.12,84  
2015-14-01,COL,3.5   7.7  9.16 12.19,91  
2015-14-01,HAW,4.2   8.5  12.7 15.11,101  
2015-14-02,RIC,1.4   3.7  5.12 10.18,78  
2015-14-02,GWS,2.3   4.6   8.9  10.9,69  
2015-14-03,GCS,2.3   5.5  11.9 19.11,125  
2015-14-03,NM,0.4   3.6   6.9 10.10,70  
2015-14-04,WBD,3.3   4.4   7.8  9.10,64  
2015-14-04,CAR,1.1   4.7  4.11  7.11,53  
2015-14-05,MEL,2.4   5.5   8.6   9.6,60  
2015-14-05,WCE,5.4   7.8 10.14 16.18,114  
2015-14-06,ESS,1.0   5.1   7.3   8.4,52  
2015-14-06,STK,5.3  10.8  17.9 25.12,162  
2015-14-07,FRE,3.0   5.2   6.5  13.6,84  
2015-14-07,BRI,3.2   5.2   6.2   7.6,48  
2015-15-00,POR,5.3   6.6  8.11  9.12,66  
2015-15-00,COL,1.1   5.5   7.6   9.9,63  
2015-15-01,RIC,2.2   4.5   8.7 10.11,71  
2015-15-01,CAR,1.4   2.7   4.9  5.11,41  
2015-15-02,ESS,1.3   3.4   9.7  10.9,69  
2015-15-02,MEL,1.3   3.9  4.13  7.18,60  
2015-15-03,WBD,1.1   3.3   4.9 14.11,95  
2015-15-03,GCS,5.3   6.3   9.5  11.7,73  
2015-15-04,NM,3.2  10.5  14.7 18.12,120  
2015-15-04,GEE,3.3   4.8  7.11 11.13,79  
2015-15-05,WCE,4.0  12.7 15.10 22.15,147  
2015-15-05,ADE,6.2   6.3  11.5  14.7,91  
2015-15-06,GWS,4.3   8.5   8.8 12.12,84  
2015-15-06,STK,0.5   2.7  5.10  6.13,49  
2015-15-07,HAW,4.3   7.6  13.8 17.13,115  
2015-15-07,FRE,1.2   1.4   3.7   6.7,43  
2015-15-08,BRI,2.3   3.3   7.5   7.7,49  
2015-15-08,SYD,1.2   5.3   8.6 10.10,70  
2015-16-00,NM,2.4   5.5  10.7  14.9,93  
2015-16-00,ESS,1.5   6.7  7.10  9.14,68  
2015-16-01,GEE,3.4   4.8  8.10 10.12,72  
2015-16-01,WBD,2.2   3.4  6.10  9.10,64  
2015-16-02,GCS,4.1   7.4   8.4  12.7,79  
2015-16-02,GWS,6.4   7.9  8.15 13.16,94  
2015-16-03,COL,1.4   4.6   7.9  7.14,56  
2015-16-03,WCE,2.6  4.10  7.16 11.21,87  
2015-16-04,SYD,0.2   4.5  6.12  7.15,57  
2015-16-04,HAW,6.1   9.5  16.7  23.8,146  
2015-16-05,FRE,6.2   8.6  11.8 13.17,95  
2015-16-05,CAR,3.2   6.3   8.5   8.5,53  
2015-16-06,MEL,5.4   7.7  7.10  8.12,60  
2015-16-06,BRI,1.2   1.5   3.8  4.12,36  
2015-16-07,POR,3.4   8.4  13.6 17.11,113  
2015-16-07,ADE,6.1  11.3  18.6  18.8,116  
2015-16-08,STK,2.5   3.8  4.10 10.13,73  
2015-16-08,RIC,2.3   8.6  13.8 13.11,89  
2015-17-00,CAR,0.2   2.5   2.7  4.11,35  
2015-17-00,HAW,5.2  13.4  20.8 27.11,173  
2015-17-01,GWS,1.1   2.3   4.6   6.6,42  
2015-17-01,GEE,3.6  5.10  6.10  9.15,69  
2015-17-02,ADE,4.1   9.5 11.10 19.11,125  
2015-17-02,GCS,4.1   7.4  10.7  12.8,80  
2015-17-03,RIC,1.4   5.8  8.14 10.18,78  
2015-17-03,FRE,1.4   5.6   8.9 12.10,82  
2015-17-04,ESS,6.1   8.9 12.12 17.14,116  
2015-17-04,POR,4.3  10.5  13.6  20.9,129  
2015-17-05,BRI,1.1   4.4   4.5   5.8,38  
2015-17-05,NM,5.5   7.7  9.11 16.14,110  
2015-17-06,WBD,5.5   9.6  13.9 15.14,104  
2015-17-06,COL,3.4   7.7   9.7  13.8,86  
2015-17-07,MEL,1.2   3.6   5.9  6.10,46  
2015-17-07,STK,4.4   4.7  10.8 12.11,83  
2015-17-08,WCE,5.0   8.5 12.10 15.13,103  
2015-17-08,SYD,0.5   1.6   5.7   7.9,51  
2015-18-00,HAW,0.3   5.6   5.8  7.11,53  
2015-18-00,RIC,3.4   5.4   8.8 10.11,71  
2015-18-01,GEE,5.1   7.4  13.7 17.11,113  
2015-18-01,BRI,2.1   3.6   5.7   8.9,57  
2015-18-02,COL,1.4   4.6  7.10  7.12,54  
2015-18-02,MEL,4.4   6.5   9.6 13.13,91  
2015-18-03,SYD,6.2  11.5  13.9 17.15,117  
2015-18-03,ADE,2.2   4.4   7.8  9.11,65  
2015-18-04,CAR,1.2   6.5   7.6   8.6,54  
2015-18-04,NM,5.3   8.3  12.6 18.10,118  
2015-18-05,GCS,2.2   5.5   8.9 12.11,83  
2015-18-05,WCE,2.6  5.11  7.12 11.17,83  
2015-18-06,POR,4.5   8.5  12.7 17.10,112  
2015-18-06,STK,1.4  3.10  4.12  6.13,49  
2015-18-07,ESS,0.4   2.5   4.7  5.10,40  
2015-18-07,WBD,1.2   8.8 15.11 19.13,127  
2015-18-08,FRE,4.2   6.8 10.11 12.12,84  
2015-18-08,GWS,1.2   2.6   5.8   9.9,63  
2015-19-00,ADE,2.6   5.8  8.16 11.22,88  
2015-19-00,RIC,3.1   5.2   6.2   8.4,52  
2015-19-01,COL,3.2   7.7   9.9  16.9,105  
2015-19-01,CAR,2.2   5.3   7.6  13.9,87  
2015-19-02,WBD,2.2   9.7 12.13 19.14,128  
2015-19-02,POR,3.3   3.5   6.7  9.10,64  
2015-19-03,BRI,3.6   6.7 10.12 14.16,100  
2015-19-03,GCS,3.4   6.8 13.11 17.12,114  
2015-19-04,GEE,3.4   6.4   9.9 14.11,95  
2015-19-04,SYD,4.1   8.5   8.7   9.9,63  
2015-19-05,WCE,5.3   6.5   9.6  11.8,74  
2015-19-05,HAW,2.3   5.5   8.8 13.10,88  
2015-19-06,MEL,2.0   6.4  11.6  14.8,92  
2015-19-06,NM,7.4   9.4 12.10 19.13,127  
2015-19-07,GWS,2.4   3.5   8.7  14.9,93  
2015-19-07,ESS,3.5   4.7   5.9  8.13,61  
2015-19-08,STK,2.4   2.8   3.9  8.11,59  
2015-19-08,FRE,7.1  12.2  14.5  15.6,96  
2015-20-00,SYD,3.4   5.6   8.9  13.9,87  
2015-20-00,COL,2.3   4.7  8.14 10.16,76  
2015-20-01,ESS,4.3   4.6  6.10  8.11,59  
2015-20-01,ADE,3.3   9.6  16.8  27.9,171  
2015-20-02,NM,2.1   4.3  13.8 18.12,120  
2015-20-02,STK,3.3  6.11  8.13 11.17,83  
2015-20-03,POR,5.5  9.10 11.13 16.15,111  
2015-20-03,GWS,3.6   8.6  12.9 13.12,90  
2015-20-04,BRI,3.2   8.7  15.9 20.11,131  
2015-20-04,CAR,6.3   6.7  9.10  9.13,67  
2015-20-05,GEE,3.2   6.7  10.8 12.13,85  
2015-20-05,HAW,7.2   9.4  15.7  19.7,121  
2015-20-06,RIC,6.1   8.2  14.5  22.6,138  
2015-20-06,GCS,2.0   5.3   7.3   8.7,55  
2015-20-07,WBD,8.3  14.5  14.7  24.9,153  
2015-20-07,MEL,0.2   2.4   7.7   8.7,55  
2015-20-08,FRE,1.3   2.6  5.10 11.14,80  
2015-20-08,WCE,7.2   8.7 11.12 15.14,104  
2015-21-00,HAW,2.3   5.6  11.7  13.8,86  
2015-21-00,POR,4.5   7.5  11.8 16.12,108  
2015-21-01,COL,3.3  3.10  6.13  7.14,56  
2015-21-01,RIC,7.3  10.6  14.9  23.9,147  
2015-21-02,GWS,2.2   3.5   4.6   6.8,44  
2015-21-02,SYD,6.0   7.5  14.8 20.13,133  
2015-21-03,GCS,5.3   9.5  12.7 14.13,97  
2015-21-03,ESS,4.1   7.7  11.7 14.11,95  
2015-21-04,STK,5.4   8.7  11.9 14.13,97  
2015-21-04,GEE,5.1   9.2  13.4  15.7,97  
2015-21-05,ADE,2.3  10.4  14.6 20.11,131  
2015-21-05,BRI,3.3   3.3   6.5   6.8,44  
2015-21-06,NM,3.2   6.5   9.8 14.10,94  
2015-21-06,FRE,7.2   8.6  10.8 12.11,83  
2015-21-07,CAR,6.2  10.2  11.3  12.6,78  
2015-21-07,MEL,1.2   2.3   6.9  7.13,55  
2015-21-08,WCE,5.5  11.9 16.10 25.12,162  
2015-21-08,WBD,3.2   9.5  12.6  13.7,85  
2015-22-00,GEE,1.1   3.3   6.6   9.8,62  
2015-22-00,COL,7.1  11.5  13.6  17.8,110  
2015-22-01,GWS,2.3   5.8 13.11 20.12,132  
2015-22-01,CAR,2.4   4.9   5.9   7.9,51  
2015-22-02,HAW,1.3  11.4  15.5  21.8,134  
2015-22-02,BRI,4.2   5.6   8.8   9.8,62  
2015-22-03,NM,1.5   3.8  5.11 10.13,73  
2015-22-03,WBD,1.3   5.5  7.10 14.12,96  
2015-22-04,ESS,2.0   5.0   6.2   7.5,47  
2015-22-04,RIC,1.4  4.10  7.12 10.14,74  
2015-22-05,GCS,2.2   4.3   6.5   7.9,51  
2015-22-05,POR,2.6   6.9 10.11 12.16,88  
2015-22-06,ADE,8.3   9.6  14.8 19.12,126  
2015-22-06,WCE,0.1   5.4   6.6  10.9,69  
2015-22-07,STK,1.5   3.9  4.12  4.14,38  
2015-22-07,SYD,4.3  10.6 15.10 20.15,135  
2015-22-08,FRE,5.1  11.3  14.5  17.6,108  
2015-22-08,MEL,0.1   4.2   6.5   8.6,54  
2015-23-00,RIC,1.4   2.7  7.11 16.12,108  
2015-23-00,NM,2.3   4.5   6.6  10.7,67  
2015-23-01,GEE,5.6   8.9 11.11 17.17,119  
2015-23-01,ADE,1.3   3.8  9.12 11.14,80  
2015-23-02,BRI,2.5  8.12 14.15 19.16,130  
2015-23-02,WBD,8.0  11.2  13.6  19.8,122  
2015-23-03,POR,1.3   9.4  13.8 18.14,122  
2015-23-03,FRE,4.4   4.4   7.4   8.5,53  
2015-23-04,HAW,5.3   9.5  14.7 17.11,113  
2015-23-04,CAR,1.2   4.5   5.7   8.8,56  
2015-23-05,SYD,6.3   9.7 11.11 19.13,127  
2015-23-05,GCS,0.2   6.3   7.7  9.10,64  
2015-23-06,WCE,4.4   7.7 13.14 18.17,125  
2015-23-06,STK,2.1   3.5   4.5   4.6,30  
2015-23-07,MEL,4.1   7.6 13.10 15.13,103  
2015-23-07,GWS,4.1   7.4   9.7 11.11,77  
2015-23-08,COL,4.2   8.3  12.5  14.8,92  
2015-23-08,ESS,3.2   9.5  11.7 14.11,95  
2015-24-QualifyingFinal,WCE,2.2   7.6 12.11 14.12,96   
2015-24-QualifyingFinal,HAW,2.3   2.4   4.9  9.10,64   
2015-25-QualifyingFinal,FRE,4.1   6.4   8.8  10.9,69   
2015-25-QualifyingFinal,SYD,1.6  2.11  5.13  7.18,60   
2015-26-EliminationFinal,ADE,6.3   9.6  13.9 16.13,109  
2015-26-EliminationFinal,WBD,4.6  7.10 10.16 14.18,102  
2015-27-EliminationFinal,NM,1.6   6.8 11.13 15.15,105  
2015-27-EliminationFinal,RIC,2.3   9.3  12.3  14.4,88   
2015-28-SemiFinal,HAW,8.4  11.6  16.7  21.9,135  
2015-28-SemiFinal,ADE,2.2   4.3   6.7  8.13,61   
2015-29-SemiFinal,NM,2.3   5.6   7.8 11.11,77   
2015-29-SemiFinal,SYD,2.1   3.3   5.7   7.9,51   
2015-30-PreliminaryFinal,HAW,5.2   7.2  11.3  15.4,94   
2015-30-PreliminaryFinal,FRE,2.1   4.4   8.4  10.7,67   
2015-31-PreliminaryFinal,WCE,0.2   3.8  8.14 10.20,80   
2015-31-PreliminaryFinal,NM,3.4   4.7  5.11  7.13,55   
2015-32-GrandFinal,HAW,5.0   9.3  14.5 16.11,107  
2015-32-GrandFinal,WCE,1.5   3.8   5.9  8.13,61   
