year,matchid,day,date,time,atime,attendance,venue,winner,won_by,extra_time
2010,2010-03-06,Sun,11/04/2010,2:10 PM,,35933,Docklands,WBD,16,0
2010,2010-03-07,Sun,11/04/2010,2:40 PM,4:40 PM,38762,Subiaco,FRE,7,0
2010,2010-04-00,Fri,16/04/2010,6:40 PM,8:40 PM,38676,Subiaco,WCE,23,0
2010,2010-04-01,Sat,17/04/2010,2:10 PM,,23646,Docklands,SYD,40,0
2010,2010-04-02,Sat,17/04/2010,2:40 PM,3:10 PM,38321,Football Park,CAR,48,0
2010,2010-04-03,Sat,17/04/2010,7:10 PM,,67668,M.C.G.,COL,64,0
2010,2010-04-04,Sat,17/04/2010,7:10 PM,,33323,Gabba,BRI,22,0
2010,2010-04-05,Sun,18/04/2010,1:10 PM,,42594,M.C.G.,MEL,55,0
2010,2010-04-06,Sun,18/04/2010,2:10 PM,,25539,Kardinia Park,GEE,95,0
2010,2010-04-07,Sun,18/04/2010,4:40 PM,,29814,Docklands,STK,15,0
2010,2010-05-00,Fri,23/04/2010,7:40 PM,,26884,Docklands,WBD,49,0
2010,2010-05-01,Sat,24/04/2010,2:15 PM,,28422,S.C.G.,SYD,52,0
2010,2010-05-02,Sat,24/04/2010,7:10 PM,,36396,M.C.G.,MEL,50,0
2010,2010-05-03,Sat,24/04/2010,7:15 PM,7:45 PM,23355,Football Park,POR,10,0
2010,2010-05-04,Sun,25/04/2010,2:40 PM,,90070,M.C.G.,COL,65,0
2010,2010-05-05,Sun,25/04/2010,5:40 PM,,16301,York Park,NM,12,0
2010,2010-05-06,Sun,25/04/2010,6:45 PM,8:45 PM,38010,Subiaco,FRE,39,0
2010,2010-05-07,Mon,26/04/2010,2:10 PM,,71399,M.C.G.,CAR,36,0
2010,2010-06-00,Fri,30/04/2010,7:40 PM,,43072,Docklands,STK,3,0
2010,2010-06-01,Sat,01/05/2010,2:10 PM,,26763,Docklands,NM,26,0
2010,2010-06-02,Sat,01/05/2010,2:40 PM,3:10 PM,40371,Football Park,POR,23,0
2010,2010-06-03,Sat,01/05/2010,7:10 PM,,61006,M.C.G.,ESS,43,0
2010,2010-06-04,Sat,01/05/2010,7:10 PM,,30975,S.C.G.,SYD,20,0
2010,2010-06-05,Sun,02/05/2010,1:10 PM,,24106,Kardinia Park,GEE,108,0
2010,2010-06-06,Sun,02/05/2010,2:10 PM,,80645,M.C.G.,COL,53,0
2010,2010-06-07,Sun,02/05/2010,2:40 PM,4:40 PM,40886,Subiaco,FRE,38,0
2010,2010-07-00,Fri,07/05/2010,7:40 PM,,45444,M.C.G.,WBD,4,0
2010,2010-07-01,Sat,08/05/2010,2:10 PM,,29248,Docklands,POR,3,0
2010,2010-07-02,Sat,08/05/2010,1:10 PM,3:10 PM,35864,Subiaco,WCE,8,0
2010,2010-07-03,Sat,08/05/2010,7:10 PM,,52696,M.C.G.,COL,66,0
2010,2010-07-04,Sat,08/05/2010,7:10 PM,,27739,Gabba,FRE,13,0
2010,2010-07-05,Sun,09/05/2010,1:10 PM,,25970,Kardinia Park,GEE,67,0
2010,2010-07-06,Sun,09/05/2010,4:10 PM,4:40 PM,31196,Football Park,ADE,50,0
2010,2010-07-07,Mon,10/05/2010,7:20 PM,,42866,Docklands,CAR,61,0
2010,2010-08-00,Fri,14/05/2010,6:40 PM,8:40 PM,41624,Subiaco,COL,36,0
2010,2010-08-01,Sat,15/05/2010,2:10 PM,,14308,Manuka Oval,WBD,38,0
2010,2010-08-02,Sat,15/05/2010,2:10 PM,,28592,M.C.G.,WCE,29,0
2010,2010-08-03,Sat,15/05/2010,7:10 PM,,16479,Docklands,NM,9,0
2010,2010-08-04,Sat,15/05/2010,7:10 PM,,33629,Gabba,GEE,81,0
2010,2010-08-05,Sun,16/05/2010,1:10 PM,,41563,M.C.G.,HAW,3,0
2010,2010-08-06,Sun,16/05/2010,2:40 PM,3:10 PM,30228,Football Park,CAR,26,0
2010,2010-08-07,Sun,16/05/2010,4:40 PM,,39204,Docklands,ESS,12,0
2010,2010-09-00,Fri,21/05/2010,7:40 PM,,88115,M.C.G.,GEE,36,0
2010,2010-09-01,Sat,22/05/2010,2:10 PM,,30794,Docklands,WBD,70,0
2010,2010-09-02,Sat,22/05/2010,2:10 PM,,24819,S.C.G.,FRE,37,0
2010,2010-09-03,Sat,22/05/2010,7:10 PM,7:40 PM,8848,Marrara Oval,MEL,1,0
2010,2010-09-04,Sat,22/05/2010,7:45 PM,,64709,M.C.G.,ESS,35,0
2010,2010-09-05,Sun,23/05/2010,12:40 PM,1:10 PM,31517,Football Park,ADE,12,0
2010,2010-09-06,Sun,23/05/2010,2:10 PM,,47484,Docklands,HAW,50,0
2010,2010-09-07,Sun,23/05/2010,2:40 PM,4:40 PM,36244,Subiaco,STK,35,0
2010,2010-10-00,Fri,28/05/2010,7:40 PM,,45742,Docklands,ESS,9,0
2010,2010-10-01,Sat,29/05/2010,2:10 PM,,24525,Kardinia Park,GEE,54,0
2010,2010-10-02,Sat,29/05/2010,2:40 PM,3:10 PM,16694,Football Park,RIC,47,0
2010,2010-10-03,Sat,29/05/2010,7:10 PM,,28708,Docklands,STK,47,0
2010,2010-10-04,Sat,29/05/2010,7:10 PM,,34512,Gabba,BRI,8,0
2010,2010-10-05,Sun,30/05/2010,1:10 PM,,36003,M.C.G.,HAW,2,0
2010,2010-10-06,Sun,30/05/2010,2:10 PM,,29175,Docklands,CAR,29,0
2010,2010-10-07,Sun,30/05/2010,2:40 PM,4:40 PM,36175,Subiaco,FRE,61,0
2010,2010-11-00,Fri,04/06/2010,7:40 PM,,32858,Docklands,STK,38,0
2010,2010-11-01,Sat,05/06/2010,2:10 PM,,49745,M.C.G.,CAR,41,0
2010,2010-11-02,Sat,05/06/2010,2:40 PM,3:10 PM,35605,Football Park,ADE,23,0
2010,2010-11-03,Sat,05/06/2010,7:10 PM,,19100,Docklands,NM,1,0
2010,2010-11-04,Sat,05/06/2010,5:40 PM,7:40 PM,33784,Subiaco,GEE,24,0
2010,2010-11-05,Sun,06/06/2010,1:10 PM,,29329,S.C.G.,SYD,9,0
2010,2010-11-06,Sun,06/06/2010,2:10 PM,,21287,M.C.G.,HAW,11,0
2010,2010-11-07,Sun,06/06/2010,4:40 PM,,40813,Docklands,COL,10,0
2010,2010-12-00,Fri,11/06/2010,7:40 PM,,43732,Docklands,NM,29,0
2010,2010-12-01,Sat,12/06/2010,2:10 PM,,16167,York Park,HAW,47,0
2010,2010-12-02,Sat,12/06/2010,7:10 PM,,46358,Docklands,GEE,71,0
2010,2010-12-03,Sat,12/06/2010,7:10 PM,7:40 PM,20106,Football Park,SYD,38,0
2010,2010-12-04,Sun,13/06/2010,1:10 PM,,30870,M.C.G.,RIC,49,0
2010,2010-12-05,Sun,13/06/2010,2:10 PM,,30831,Docklands,WBD,65,0
2010,2010-12-06,Sun,13/06/2010,2:40 PM,4:40 PM,37569,Subiaco,STK,18,0
2010,2010-12-07,Mon,14/06/2010,2:10 PM,,67454,M.C.G.,NA,0,0
2010,2010-13-00,Fri,18/06/2010,7:40 PM,,54148,M.C.G.,HAW,16,0
2010,2010-13-01,Sat,19/06/2010,7:10 PM,,28869,Docklands,FRE,9,0
2010,2010-13-02,Sat,19/06/2010,7:10 PM,,28415,Gabba,RIC,19,0
2010,2010-13-03,Sun,20/06/2010,1:10 PM,,15109,Docklands,NM,36,0
2010,2010-13-04,Sun,20/06/2010,2:40 PM,4:40 PM,34280,Subiaco,WBD,60,0
2010,2010-13-05,Fri,25/06/2010,7:50 PM,,58208,M.C.G.,STK,24,0
2010,2010-13-06,Sat,26/06/2010,7:10 PM,,43585,Stadium Australia,COL,25,0
2010,2010-13-07,Sun,27/06/2010,2:40 PM,3:10 PM,34422,Football Park,ADE,44,0
2010,2010-14-00,Thu,01/07/2010,7:10 PM,,35623,Docklands,CAR,55,0
2010,2010-14-01,Fri,02/07/2010,7:40 PM,,47454,M.C.G.,HAW,3,0
2010,2010-14-02,Sat,03/07/2010,1:10 PM,3:10 PM,32442,Subiaco,FRE,57,0
2010,2010-14-03,Sat,03/07/2010,7:10 PM,,38781,Docklands,COL,83,0
2010,2010-14-04,Sat,03/07/2010,7:10 PM,7:40 PM,37296,Football Park,ADE,84,0
2010,2010-14-05,Sun,04/07/2010,1:10 PM,,25159,Kardinia Park,GEE,35,0
2010,2010-14-06,Sun,04/07/2010,2:10 PM,,39386,M.C.G.,RIC,4,0
2010,2010-14-07,Sun,04/07/2010,4:40 PM,,31993,Docklands,STK,35,0
2010,2010-15-00,Fri,09/07/2010,8:10 PM,8:40 PM,24260,Football Park,COL,26,0
2010,2010-15-01,Sat,10/07/2010,2:10 PM,,69220,M.C.G.,GEE,2,0
2010,2010-15-02,Sat,10/07/2010,1:10 PM,3:10 PM,26976,Subiaco,ADE,22,0
2010,2010-15-03,Sat,10/07/2010,7:10 PM,,25707,Docklands,RIC,19,0
2010,2010-15-04,Sat,10/07/2010,7:10 PM,,29329,Gabba,STK,14,0
2010,2010-15-05,Sun,11/07/2010,1:10 PM,,23856,S.C.G.,SYD,30,0
2010,2010-15-06,Sun,11/07/2010,2:10 PM,,49203,M.C.G.,MEL,19,0
2010,2010-15-07,Sun,11/07/2010,4:40 PM,,37517,Docklands,WBD,68,0
2010,2010-16-00,Fri,16/07/2010,8:10 PM,8:40 PM,41195,Football Park,ADE,11,0
2010,2010-16-01,Sat,17/07/2010,2:10 PM,,81386,M.C.G.,COL,48,0
2010,2010-16-02,Sat,17/07/2010,2:10 PM,,16690,York Park,HAW,75,0
2010,2010-16-03,Sat,17/07/2010,7:10 PM,,26991,Docklands,WCE,32,0
2010,2010-16-04,Sat,17/07/2010,7:10 PM,7:40 PM,11080,Marrara Oval,WBD,36,0
2010,2010-16-05,Sun,18/07/2010,1:10 PM,,31915,Docklands,SYD,39,0
2010,2010-16-06,Sun,18/07/2010,2:10 PM,,42723,M.C.G.,NM,50,0
2010,2010-16-07,Sun,18/07/2010,2:40 PM,4:40 PM,32816,Subiaco,FRE,11,0
2010,2010-17-00,Fri,23/07/2010,7:40 PM,,49373,Docklands,NA,0,0
2010,2010-17-01,Sat,24/07/2010,2:10 PM,,66727,M.C.G.,COL,82,0
2010,2010-17-02,Sat,24/07/2010,2:10 PM,,24508,Kardinia Park,GEE,63,0
2010,2010-17-03,Sat,24/07/2010,7:10 PM,,30330,Docklands,ESS,3,0
2010,2010-17-04,Sat,24/07/2010,5:40 PM,7:40 PM,35925,Subiaco,CAR,26,0
2010,2010-17-05,Sun,25/07/2010,1:10 PM,,26797,Docklands,WBD,82,0
2010,2010-17-06,Sun,25/07/2010,2:10 PM,,29374,M.C.G.,MEL,73,0
2010,2010-17-07,Sun,25/07/2010,4:10 PM,4:40 PM,36788,Football Park,POR,19,0
2010,2010-18-00,Fri,30/07/2010,7:40 PM,,37165,Docklands,ESS,33,0
2010,2010-18-01,Sat,31/07/2010,2:10 PM,,76980,M.C.G.,COL,48,0
2010,2010-18-02,Sat,31/07/2010,2:40 PM,3:10 PM,22340,Football Park,POR,8,0
2010,2010-18-03,Sat,31/07/2010,7:10 PM,,30710,Stadium Australia,GEE,53,0
2010,2010-18-04,Sat,31/07/2010,7:10 PM,,26144,Gabba,MEL,10,0
2010,2010-18-05,Sun,01/08/2010,1:10 PM,,19226,M.C.G.,RIC,20,0
2010,2010-18-06,Sun,01/08/2010,2:10 PM,,28038,Docklands,WBD,71,0
2010,2010-18-07,Sun,01/08/2010,2:40 PM,4:40 PM,40451,Subiaco,FRE,75,0
2010,2010-19-00,Fri,06/08/2010,7:40 PM,,57095,M.C.G.,CAR,76,0
2010,2010-19-01,Sat,07/08/2010,2:10 PM,,14891,Docklands,NM,54,0
2010,2010-19-02,Sat,07/08/2010,2:10 PM,,29431,S.C.G.,SYD,44,0
2010,2010-19-03,Sat,07/08/2010,7:10 PM,,84401,M.C.G.,COL,22,0
2010,2010-19-04,Sat,07/08/2010,5:40 PM,7:40 PM,32587,Subiaco,BRI,5,0
2010,2010-19-05,Sun,08/08/2010,1:10 PM,,22467,Docklands,STK,94,0
2010,2010-19-06,Sun,08/08/2010,2:10 PM,,45844,M.C.G.,MEL,29,0
2010,2010-19-07,Sun,08/08/2010,4:10 PM,4:40 PM,29321,Football Park,WBD,8,0
2010,2010-20-00,Fri,13/08/2010,7:40 PM,,59277,M.C.G.,COL,98,0
2010,2010-20-01,Sat,14/08/2010,2:10 PM,,44716,M.C.G.,CAR,89,0
2010,2010-20-02,Sat,14/08/2010,1:10 PM,3:10 PM,34087,Subiaco,SYD,9,0
2010,2010-20-03,Sat,14/08/2010,7:10 PM,,42199,Docklands,GEE,101,0
2010,2010-20-04,Sat,14/08/2010,7:10 PM,7:40 PM,14113,Football Park,POR,1,0
2010,2010-20-05,Sun,15/08/2010,1:10 PM,,25403,Gabba,ADE,7,0
2010,2010-20-06,Sun,15/08/2010,2:10 PM,,48211,M.C.G.,HAW,21,0
2010,2010-20-07,Sun,15/08/2010,4:40 PM,,23118,Docklands,STK,52,0
2010,2010-21-00,Fri,20/08/2010,7:40 PM,,45172,Docklands,GEE,42,0
2010,2010-21-01,Sat,21/08/2010,2:10 PM,,15532,York Park,HAW,116,0
2010,2010-21-02,Sat,21/08/2010,2:10 PM,,33944,Docklands,STK,21,0
2010,2010-21-03,Sat,21/08/2010,7:10 PM,,42159,M.C.G.,COL,3,0
2010,2010-21-04,Sat,21/08/2010,7:10 PM,,36554,S.C.G.,SYD,44,0
2010,2010-21-05,Sun,22/08/2010,12:40 PM,1:10 PM,21086,Football Park,POR,29,0
2010,2010-21-06,Sun,22/08/2010,2:10 PM,,28785,Docklands,BRI,27,0
2010,2010-21-07,Sun,22/08/2010,2:40 PM,4:40 PM,32007,Subiaco,NM,16,0
2010,2010-22-00,Fri,27/08/2010,6:40 PM,8:40 PM,39376,Subiaco,FRE,6,0
2010,2010-22-01,Sat,28/08/2010,1:10 PM,,24099,Kardinia Park,GEE,44,0
2010,2010-22-02,Sat,28/08/2010,2:10 PM,,76218,M.C.G.,HAW,3,0
2010,2010-22-03,Sat,28/08/2010,3:40 PM,4:10 PM,38121,Football Park,ADE,28,0
2010,2010-22-04,Sat,28/08/2010,7:10 PM,,26776,Docklands,WBD,29,0
2010,2010-22-05,Sat,28/08/2010,7:10 PM,,24789,Gabba,SYD,38,0
2010,2010-22-06,Sun,29/08/2010,2:10 PM,,37674,Docklands,POR,10,0
2010,2010-22-07,Sun,29/08/2010,4:40 PM,,31064,M.C.G.,NM,10,0
2010,2010-23-QualifyingFinal,Fri,03/09/2010,7:45 PM,,63608,M.C.G.,STK,4,0
2010,2010-24-EliminationFinal,Sat,04/09/2010,1:20 PM,3:20 PM,42719,Subiaco,FRE,30,0
2010,2010-25-QualifyingFinal,Sat,04/09/2010,7:20 PM,,66545,M.C.G.,COL,62,0
2010,2010-26-EliminationFinal,Sun,05/09/2010,2:40 PM,,41596,Stadium Australia,SYD,5,0
2010,2010-27-SemiFinal,Fri,10/09/2010,7:45 PM,,45056,M.C.G.,GEE,69,0
2010,2010-28-SemiFinal,Sat,11/09/2010,7:20 PM,,39596,M.C.G.,WBD,5,0
2010,2010-29-PreliminaryFinal,Fri,17/09/2010,7:45 PM,,95241,M.C.G.,COL,41,0
2010,2010-30-PreliminaryFinal,Sat,18/09/2010,7:20 PM,,62694,M.C.G.,STK,24,0
2010,2010-31-GrandFinal,Sat,25/09/2010,2:30 PM,,100016,M.C.G.,NA,0,0
2010,2010-32-GrandFinal,Sat,02/09/2010,2:30 PM,,93853,M.C.G.,COL,56,0
