matchid,team,score_progression,score
2012-04-06,GEE,4.1   7.3  10.4  11.9,75  
2012-04-06,RIC,3.1   3.6  7.10  9.11,65  
2012-04-07,SYD,5.5   9.7  14.9 17.11,113  
2012-04-07,NM,1.3   6.7  7.11 10.17,77  
2012-04-08,MEL,1.5   3.8  7.10  9.13,67  
2012-04-08,WBD,3.2   6.5  10.7 13.10,88  
2012-05-00,COL,2.4   5.6   9.8 11.14,80  
2012-05-00,ESS,1.3   3.6   7.8 11.13,79  
2012-05-01,FRE,1.2   3.9  4.10  7.15,57  
2012-05-01,CAR,2.1   6.2   9.4  10.5,65  
2012-05-02,GWS,2.4   5.5   8.6   9.8,62  
2012-05-02,WBD,0.5   8.9 12.12 15.14,104  
2012-05-03,NM,4.9  8.13 14.22 17.25,127  
2012-05-03,GCS,2.5   9.8 10.12 13.15,93  
2012-05-04,MEL,4.1   8.3  10.6  10.6,66  
2012-05-04,STK,5.4   8.5  10.9 12.12,84  
2012-05-05,BRI,0.5   0.7   1.9  4.17,41  
2012-05-05,GEE,4.1   7.5  10.6  12.7,79  
2012-05-06,HAW,5.3   8.6   8.6  10.9,69  
2012-05-06,SYD,2.2   5.4   9.7 16.10,106  
2012-05-07,RIC,4.2   9.4  12.9 14.13,97  
2012-05-07,WCE,5.3  11.6 12.11 16.11,107  
2012-05-08,ADE,4.3  10.4  12.7 16.14,110  
2012-05-08,POR,4.2   7.3  13.4  14.7,91  
2012-06-00,WBD,3.5   5.7 10.10 11.11,77  
2012-06-00,COL,2.0   6.4  11.5  15.8,98  
2012-06-01,ESS,8.3  12.9 16.12 19.15,129  
2012-06-01,BRI,4.1   7.4   8.4   9.8,62  
2012-06-02,GEE,3.5  9.11 15.14 17.17,119  
2012-06-02,MEL,3.0   6.1  10.5 11.10,76  
2012-06-03,GCS,3.1   8.2  10.2  14.3,87  
2012-06-03,FRE,3.0   5.3  10.7 14.10,94  
2012-06-04,SYD,1.2   7.6  12.7 14.10,94  
2012-06-04,ADE,5.2   8.3  11.6  15.9,99  
2012-06-05,STK,3.2   7.3  12.7 13.10,88  
2012-06-05,HAW,3.6   8.9 13.11 18.15,123  
2012-06-06,CAR,3.5   6.8  9.14 15.20,110  
2012-06-06,GWS,2.1   5.4   6.7   6.7,43  
2012-06-07,POR,1.2   2.2   6.4   8.6,54  
2012-06-07,RIC,3.2   8.7  9.10 13.13,91  
2012-06-08,WCE,4.4  7.10 12.15 17.18,120  
2012-06-08,NM,4.0   7.2  12.2  15.5,95  
2012-07-00,MEL,3.3   3.5  5.11  6.13,49  
2012-07-00,HAW,2.6  8.12 10.18 15.25,115  
2012-07-01,ADE,6.3  14.5  17.7  19.8,122  
2012-07-01,GEE,3.2   4.2   6.8 10.12,72  
2012-07-02,GWS,4.2   5.8  8.13 13.16,94  
2012-07-02,GCS,1.3   7.9  9.11  9.13,67  
2012-07-03,RIC,5.6   7.9  8.11 13.13,91  
2012-07-03,SYD,0.2   2.7   6.9  8.14,62  
2012-07-04,BRI,2.1   3.7   7.9  8.10,58  
2012-07-04,COL,6.4   9.7 12.12 17.14,116  
2012-07-05,ESS,1.6  5.10 12.14 16.17,113  
2012-07-05,WCE,1.3   3.5   3.7  7.10,52  
2012-07-06,NM,3.1   6.5  11.8 12.11,83  
2012-07-06,WBD,3.3   9.6  14.8 15.11,101  
2012-07-07,FRE,2.8   6.9  8.14 12.15,87  
2012-07-07,POR,3.2   3.4   6.4   7.5,47  
2012-07-08,STK,5.3  11.5  16.6  19.8,122  
2012-07-08,CAR,5.1   8.6 12.10 14.14,98  
2012-08-00,COL,3.6   7.9 10.11 14.12,96  
2012-08-00,GEE,2.4   6.6  7.12 11.18,84  
2012-08-01,POR,5.1   6.2   8.6 14.11,95  
2012-08-01,NM,4.1   7.5  11.9  14.9,93  
2012-08-02,HAW,2.4  10.9 13.12 17.17,119  
2012-08-02,FRE,0.3   2.6   7.8   9.9,63  
2012-08-03,SYD,7.1  11.4  16.9 21.12,138  
2012-08-03,MEL,0.3   1.5   2.7   5.7,37  
2012-08-04,WBD,1.3   2.6  6.12  9.18,72  
2012-08-04,GCS,1.5   2.9  3.10  4.10,34  
2012-08-05,ESS,6.2  12.7  16.9 19.14,128  
2012-08-05,RIC,4.2   6.8 11.16 15.19,109  
2012-08-06,BRI,7.3  10.9 13.14 19.18,132  
2012-08-06,GWS,1.2   3.5   4.5  5.10,40  
2012-08-07,CAR,5.2   5.4   7.6   8.7,55  
2012-08-07,ADE,4.5   9.6  13.9 19.10,124  
2012-08-08,WCE,6.2  13.6  15.7 18.13,121  
2012-08-08,STK,1.4   5.5 11.10 13.13,91  
2012-09-00,WBD,1.1   6.2   8.5  11.9,75  
2012-09-00,GEE,3.5   6.9   9.9 14.11,95  
2012-09-01,RIC,4.4   8.8  13.9 21.11,137  
2012-09-01,HAW,1.3   4.9  8.10 10.15,75  
2012-09-02,GCS,2.5   7.6   7.8 10.10,70  
2012-09-02,POR,4.4   7.7 14.14 17.16,118  
2012-09-03,STK,3.1   8.7 14.14 16.15,111  
2012-09-03,SYD,4.4   5.4   8.6 12.11,83  
2012-09-04,ADE,3.1   4.5  6.10  6.13,49  
2012-09-04,COL,3.2   5.6  5.10 10.15,75  
2012-09-05,GWS,0.5   2.9  4.11  7.11,53  
2012-09-05,ESS,3.1   8.1  13.8 18.11,119  
2012-09-06,NM,6.4  13.8  15.8 17.10,112  
2012-09-06,BRI,3.2   5.4  11.6  15.6,96  
2012-09-07,CAR,3.3   7.8  8.14 15.17,107  
2012-09-07,MEL,3.4   5.7  6.10  6.13,49  
2012-09-08,WCE,0.4   2.8  7.14 11.18,84  
2012-09-08,FRE,1.1   3.2   3.3   5.6,36  
2012-10-00,STK,3.4   9.6 10.14 16.17,113  
2012-10-00,RIC,3.7   9.8 12.11 18.13,121  
2012-10-01,GEE,4.2   7.3  13.8 19.12,126  
2012-10-01,GWS,4.2   7.3   8.5   9.7,61  
2012-10-02,HAW,5.2  12.5 20.10 27.12,174  
2012-10-02,NM,4.1   6.4   7.4   9.5,59  
2012-10-03,FRE,3.3   6.6  10.9 12.10,82  
2012-10-03,ADE,5.2  10.5  12.6  17.9,111  
2012-10-04,POR,5.2   9.4  10.9 14.15,99  
2012-10-04,CAR,3.1   4.2   5.6   6.9,45  
2012-10-05,ESS,1.5   2.9  5.13  6.16,52  
2012-10-05,MEL,1.2   4.3   5.5  8.10,58  
2012-10-06,BRI,3.3   7.4   8.5  16.6,102  
2012-10-06,WCE,2.1   5.5  10.7 15.10,100  
2012-10-07,SYD,9.0  10.5  16.9 20.12,132  
2012-10-07,WBD,1.1   3.1   4.5  5.10,40  
2012-10-08,COL,5.4  12.6  18.9 23.11,149  
2012-10-08,GCS,3.1   5.3   5.7  7.10,52  
2012-11-00,CAR,4.4   6.6  9.10 11.19,85  
2012-11-00,GEE,2.2   5.7 10.10 14.13,97  
2012-11-01,RIC,5.2   6.3   8.8  9.12,66  
2012-11-01,FRE,4.1   7.3   9.6  12.6,78  
2012-11-02,GCS,1.3   3.4   6.6   7.7,49  
2012-11-02,STK,4.3  10.6 15.12 21.18,144  
2012-11-03,ESS,1.5  1.11  2.15 11.16,82  
2012-11-03,SYD,5.3   8.6  11.8  13.8,86  
2012-11-04,POR,3.3   4.7   5.7   9.8,62  
2012-11-04,HAW,7.4   9.8 12.11 16.12,108  
2012-11-05,MEL,0.4   3.4   7.7  13.9,87  
2012-11-05,COL,6.3   8.9 10.15 19.15,129  
2012-12-00,WCE,3.3  5.12  6.17 10.19,79  
2012-12-00,CAR,2.3   4.4   8.8  10.9,69  
2012-12-01,ADE,5.3  11.6  16.7 17.13,115  
2012-12-01,STK,3.1   8.8 10.12 16.15,111  
2012-12-02,GWS,2.0   5.1   8.1  12.2,74  
2012-12-02,RIC,4.2   6.7  9.14 11.20,86  
2012-12-03,GCS,1.3   4.3   7.5  12.8,80  
2012-12-03,NM,1.5  3.12  7.17 11.21,87  
2012-12-04,HAW,4.6  8.12 12.19 19.21,135  
2012-12-04,BRI,6.1   7.2   8.2  11.4,70  
2012-12-05,WBD,3.6  5.10  9.16 13.17,95  
2012-12-05,POR,1.0   4.4   7.6   8.9,57  
2012-13-00,SYD,7.0   8.2  10.6  12.8,80  
2012-13-00,GEE,1.1   3.3   6.6  11.8,74  
2012-13-01,WBD,2.3   5.6  5.10  7.14,56  
2012-13-01,BRI,6.1   8.5  12.5  18.6,114  
2012-13-02,COL,3.5   6.6 11.10 12.13,85  
2012-13-02,WCE,2.3   7.6   9.7 12.10,82  
2012-13-03,FRE,6.1   8.2  14.4  14.5,89  
2012-13-03,ESS,5.2  10.4  13.5 17.11,113  
2012-13-04,MEL,6.1  11.4  18.8 20.15,135  
2012-13-04,GWS,5.1   6.2   6.2   9.3,57  
2012-13-05,NM,6.6 10.10 13.14 17.19,121  
2012-13-05,ADE,3.2   4.5   9.8 13.11,89  
2012-14-00,CAR,3.2   6.2   7.6 10.10,70  
2012-14-00,HAW,7.4  10.7 16.10 18.12,120  
2012-14-01,COL,3.2   6.7 10.13 15.17,107  
2012-14-01,FRE,0.2   2.6   6.6  12.6,78  
2012-14-02,ADE,3.0   8.1  11.2  17.4,106  
2012-14-02,RIC,8.3  10.4  11.7  13.9,87  
2012-14-03,WCE,8.3  11.5 17.11 25.16,166  
2012-14-03,GCS,2.3   4.8   5.9  5.10,40  
2012-14-04,ESS,7.5  12.7 15.10 21.14,140  
2012-14-04,WBD,1.2   3.5   6.7   8.8,56  
2012-14-05,SYD,3.4   8.6 14.10 19.18,132  
2012-14-05,GWS,1.2   2.5   4.7   5.8,38  
2012-14-06,GEE,3.4   6.8  9.10 14.15,99  
2012-14-06,POR,2.3   2.7   6.9  8.13,61  
2012-14-07,BRI,6.1   9.6 13.11 18.14,122  
2012-14-07,MEL,3.6   3.8  4.11  8.13,61  
2012-14-08,STK,6.2   9.5 10.11 15.13,103  
2012-14-08,NM,3.1   9.3  13.5 21.10,136  
2012-15-00,COL,1.5   4.9  6.12  8.14,62  
2012-15-00,CAR,3.1   7.4  8.11 12.13,85  
2012-15-01,NM,5.1   9.3  11.5  13.6,84  
2012-15-01,WCE,3.2   4.6   8.8 12.14,86  
2012-15-02,MEL,1.0   4.4   5.6 11.12,78  
2012-15-02,RIC,4.6  6.12  9.20 13.23,101  
2012-15-03,SYD,4.2  10.7 15.12 16.14,110  
2012-15-03,BRI,3.4   7.4   8.7   9.9,63  
2012-15-04,POR,2.1   4.6   7.8  8.10,58  
2012-15-04,ADE,5.2   9.6  13.8 17.14,116  
2012-15-05,STK,4.3   9.5  15.6  21.7,133  
2012-15-05,ESS,3.5   5.6   7.8  8.14,62  
2012-15-06,HAW,5.6 11.11 20.20 28.25,193  
2012-15-06,GWS,1.2   2.4   3.5   4.7,31  
2012-15-07,GCS,4.6   6.9  9.14 13.18,96  
2012-15-07,GEE,2.6  5.12 12.15 15.20,110  
2012-15-08,FRE,2.3   4.7 10.10 14.11,95  
2012-15-08,WBD,1.2   4.4   7.6   8.9,57  
2012-16-00,NM,6.1  12.2  19.4  24.5,149  
2012-16-00,CAR,3.4   6.9   9.9 14.12,96  
2012-16-01,MEL,6.4   8.6  12.7 12.11,83  
2012-16-01,FRE,3.2   6.5  11.6  18.9,117  
2012-16-02,POR,4.3   8.6  11.9 11.11,77  
2012-16-02,ESS,4.2   8.4  13.8 19.13,127  
2012-16-03,RIC,2.2   4.3  10.7 13.10,88  
2012-16-03,GCS,4.2   7.9   9.9 13.12,90  
2012-16-04,GEE,2.4   3.8  6.13 10.19,79  
2012-16-04,COL,8.2  11.6  15.7  17.8,110  
2012-16-05,BRI,3.3   7.5  10.6  14.8,92  
2012-16-05,STK,4.0   6.1  10.7  16.9,105  
2012-16-06,GWS,2.4   4.7   5.8  8.11,59  
2012-16-06,ADE,5.2   9.9 17.12 27.16,178  
2012-16-07,WBD,3.2   5.4   5.5   6.8,44  
2012-16-07,HAW,4.3   8.5 14.10 17.14,116  
2012-16-08,WCE,4.3   7.7   8.8  10.9,69  
2012-16-08,SYD,5.1  10.4  13.8 18.13,121  
2012-17-00,GEE,4.5   9.7 15.11 20.14,134  
2012-17-00,ESS,2.1   5.4   8.5  10.7,67  
2012-17-01,COL,3.2   6.7   8.8 13.13,91  
2012-17-01,HAW,5.6   9.8  17.9 21.12,138  
2012-17-02,ADE,6.5  10.6  14.7 19.10,124  
2012-17-02,WCE,1.2   5.5   8.7  11.9,75  
2012-17-03,GCS,0.5   3.7  4.10  5.18,48  
2012-17-03,BRI,3.2   5.6  6.10  8.11,59  
2012-17-04,MEL,5.0   5.1   7.5   8.8,56  
2012-17-04,POR,2.5  5.10  8.10 12.12,84  
2012-17-05,WBD,3.3   8.4  10.9 12.12,84  
2012-17-05,CAR,2.1   5.3  10.4  16.6,102  
2012-17-06,SYD,1.6  5.13  9.13 15.15,105  
2012-17-06,STK,5.1   5.4   7.9 10.16,76  
2012-17-07,RIC,2.3   5.9 10.12 14.15,99  
2012-17-07,NM,3.5   7.9  9.11 15.13,103  
2012-17-08,FRE,6.1  8.14 14.18 18.24,132  
2012-17-08,GWS,0.2   0.3   4.5   5.7,37  
2012-18-00,ESS,1.4   3.7  9.11 12.14,86  
2012-18-00,HAW,8.5  14.9 20.15 27.18,180  
2012-18-01,GEE,4.3   9.7 10.10 15.12,102  
2012-18-01,ADE,3.2   4.4   9.8  11.9,75  
2012-18-02,NM,5.4   9.6 15.10 19.13,127  
2012-18-02,MEL,1.2   5.5   7.5  11.7,73  
2012-18-03,GWS,3.4   5.4  6.11  7.12,54  
2012-18-03,COL,7.5 13.11 17.14 26.18,174  
2012-18-04,CAR,4.2   7.5 10.11 14.11,95  
2012-18-04,RIC,5.2   5.7  8.11 13.13,91  
2012-18-05,GCS,2.1   5.2   7.4   8.6,54  
2012-18-05,SYD,6.3   8.7  16.9 19.12,126  
2012-18-06,POR,1.2   1.3   2.7  6.12,48  
2012-18-06,FRE,5.2   6.7   9.9  11.9,75  
2012-18-07,STK,4.5  7.10 12.17 16.22,118  
2012-18-07,WBD,3.3   4.4   4.5   6.6,42  
2012-18-08,WCE,7.4  11.5  17.6  28.7,175  
2012-18-08,BRI,2.0   5.2   7.3  12.5,77  
2012-19-00,HAW,2.0   7.6  11.8 17.14,116  
2012-19-00,GEE,9.3  10.5  14.9 18.10,118  
2012-19-01,WBD,3.1   6.5   7.7  8.13,61  
2012-19-01,NM,3.3   7.3  11.7  18.7,115  
2012-19-02,GWS,5.4   8.6  10.9 16.11,107  
2012-19-02,POR,1.2   4.5   8.9 10.13,73  
2012-19-03,FRE,4.2   7.6  15.9 17.11,113  
2012-19-03,WCE,1.5  1.10  5.11  6.12,48  
2012-19-04,COL,3.3  8.11  9.14 12.19,91  
2012-19-04,STK,4.1   5.2  11.6  13.7,85  
2012-19-05,BRI,3.2   4.9  7.12 12.12,84  
2012-19-05,RIC,3.3   8.5  14.8 20.12,132  
2012-19-06,MEL,6.6  10.7  13.8 16.12,108  
2012-19-06,GCS,0.2   4.5   5.9  9.12,66  
2012-19-07,CAR,3.1   5.3   6.6 10.11,71  
2012-19-07,SYD,4.4   8.6  11.8  14.9,93  
2012-19-08,ADE,4.2   6.3  13.7  16.8,104  
2012-19-08,ESS,5.4   9.7  12.7 15.10,100  
2012-20-00,WCE,3.1   7.3  11.5  16.6,102  
2012-20-00,GEE,5.5   9.5  11.6  15.7,97  
2012-20-01,STK,4.2   5.5 12.11 16.11,107  
2012-20-01,MEL,0.3   2.7   4.9 12.10,82  
2012-20-02,ADE,4.5   7.8 12.15 17.17,119  
2012-20-02,FRE,3.3   7.4  10.5  14.7,91  
2012-20-03,GCS,3.1   6.9 12.11 16.13,109  
2012-20-03,GWS,3.1   5.2   8.6  12.7,79  
2012-20-04,CAR,2.2   6.6 13.11 17.11,113  
2012-20-04,BRI,2.6  4.11  5.13 10.17,77  
2012-20-05,SYD,1.3   4.7  8.11  9.16,70  
2012-20-05,COL,3.2   5.4   9.4  12.6,78  
2012-20-06,HAW,1.3   9.9 13.12 24.15,159  
2012-20-06,POR,3.4   5.7  10.9  13.9,87  
2012-20-07,RIC,6.4 10.10 17.16 22.18,150  
2012-20-07,WBD,2.3   6.4  12.5  12.8,80  
2012-20-08,ESS,5.2   8.6  9.10 11.10,76  
2012-20-08,NM,6.2   8.4  11.7 15.10,100  
2012-21-00,GEE,5.3  11.9 11.13 18.15,123  
2012-21-00,STK,3.2   6.5  9.12 11.15,81  
2012-21-01,ESS,2.5   6.6   7.8  8.12,60  
2012-21-01,CAR,5.3  15.4  20.9 24.12,156  
2012-21-02,GWS,2.2   4.4   4.5   9.5,59  
2012-21-02,MEL,3.4  6.10  9.13 11.18,84  
2012-21-03,FRE,3.4   7.8 10.12 13.16,94  
2012-21-03,RIC,2.3   5.4   8.4  11.6,72  
2012-21-04,BRI,0.3   5.9 10.15 13.17,95  
2012-21-04,ADE,6.5   7.8  10.9 12.13,85  
2012-21-05,COL,4.2   5.8  7.12  8.13,61  
2012-21-05,NM,4.3   9.6  12.9 13.13,91  
2012-21-06,POR,0.5   1.7  4.10  6.14,50  
2012-21-06,WCE,3.4   8.8  9.10 14.14,98  
2012-21-07,WBD,6.2   8.3  11.5  13.7,85  
2012-21-07,SYD,3.2  10.5  16.9 26.11,167  
2012-21-08,HAW,6.3   9.7 12.11 19.15,129  
2012-21-08,GCS,3.3   4.5   8.5  10.5,65  
2012-22-00,RIC,5.5  8.11 12.16 13.24,102  
2012-22-00,ESS,3.2   4.6   7.9   8.9,57  
2012-22-01,STK,7.2  17.6  19.7 25.13,163  
2012-22-01,GWS,2.1   2.3   3.5   5.5,35  
2012-22-02,POR,5.2   8.3  14.8  14.9,93  
2012-22-02,BRI,5.3  10.6  12.7  16.8,104  
2012-22-03,SYD,4.3   8.5  10.7 14.11,95  
2012-22-03,HAW,0.1   7.6 10.11 15.12,102  
2012-22-04,WCE,2.4   6.8 11.12 15.17,107  
2012-22-04,COL,4.4   4.9   6.9  8.10,58  
2012-22-05,GCS,6.1  11.3  12.7  15.8,98  
2012-22-05,CAR,2.3   4.7  9.13 11.20,86  
2012-22-06,GEE,3.2   8.4  10.8 16.11,107  
2012-22-06,WBD,1.0   3.3   7.5  11.7,73  
2012-22-07,NM,1.2   5.4   8.7  12.7,79  
2012-22-07,FRE,3.5   6.7 11.10 20.12,132  
2012-22-08,MEL,3.4   5.7  8.10 11.15,81  
2012-22-08,ADE,5.3  10.8 20.12 22.18,150  
2012-23-00,HAW,7.1  10.6 11.10 14.11,95  
2012-23-00,WCE,1.3   4.4   5.7 10.10,70  
2012-23-01,GEE,4.3   7.5  12.7 17.10,112  
2012-23-01,SYD,4.5   5.8  7.12 11.12,78  
2012-23-02,ADE,3.6  9.13 15.18 22.21,153  
2012-23-02,GCS,1.3   5.6   7.6   9.8,62  
2012-23-03,GWS,3.3   4.5   7.8 11.11,77  
2012-23-03,NM,3.2   7.4  12.5  16.9,105  
2012-23-04,FRE,3.5   7.7 11.14 14.17,101  
2012-23-04,MEL,1.3   2.5   4.8  5.10,40  
2012-23-05,ESS,4.3   7.3   9.7 10.12,72  
2012-23-05,COL,5.5  7.11 10.17 14.20,104  
2012-23-06,CAR,4.5   7.7 10.15 12.19,91  
2012-23-06,STK,4.1   8.4  10.6 16.10,106  
2012-23-07,RIC,5.1   6.6  11.8 16.10,106  
2012-23-07,POR,2.5   6.7  12.8 16.10,106  
2012-23-08,BRI,1.4   9.7 14.12 19.14,128  
2012-23-08,WBD,0.3   2.5   4.6   9.7,61  
2012-24-QualifyingFinal,HAW,4.6  9.10 15.13 20.15,135  
2012-24-QualifyingFinal,COL,2.3   7.4  12.7  15.7,97   
2012-25-QualifyingFinal,SYD,2.2   7.2   8.4  11.5,71   
2012-25-QualifyingFinal,ADE,1.3   2.7  3.10  5.12,42   
2012-26-EliminationFinal,FRE,5.7   8.9 12.11 14.12,96   
2012-26-EliminationFinal,GEE,0.1   3.5   6.9 11.14,80   
2012-27-EliminationFinal,WCE,7.4  11.8 15.11 24.18,162  
2012-27-EliminationFinal,NM,0.3   2.8  8.10  9.12,66   
2012-28-SemiFinal,ADE,1.3   4.7   8.9  12.9,81   
2012-28-SemiFinal,FRE,4.1   7.2   8.4  11.5,71   
2012-29-SemiFinal,COL,3.4   4.5  8.10 10.13,73   
2012-29-SemiFinal,WCE,5.1   6.4   7.6   9.6,60   
2012-30-PreliminaryFinal,SYD,5.5   7.9  9.14 13.18,96   
2012-30-PreliminaryFinal,COL,2.3   3.6   5.8 10.10,70   
2012-31-PreliminaryFinal,HAW,2.6  5.10 11.14 13.19,97   
2012-31-PreliminaryFinal,ADE,4.1   7.3  10.4  14.8,92   
2012-32-GrandFinal,SYD,1.4   7.4  10.5  14.7,91   
2012-32-GrandFinal,HAW,4.5   4.6  9.10 11.15,81   
