matchid,team,score_progression,score
2001-19-00,Kangaroos,6.3  14.4  17.4  21.5,131  
2001-19-00,Geelong,3.2   7.3   8.9 12.10,82  
2001-19-01,St Kilda,3.8  6.12 11.13 16.18,114  
2001-19-01,Port Adelaide,3.1  10.5  17.8 19.11,125  
2001-19-02,Melbourne,4.2   5.2   8.6 10.11,71  
2001-19-02,Hawthorn,7.3  15.9 18.12 24.12,156  
2001-19-03,Adelaide,4.1   8.5 11.10 16.10,106  
2001-19-03,Carlton,2.2   2.3   6.4   8.5,53  
2001-19-04,Collingwood,4.1   9.9 15.15 17.17,119  
2001-19-04,Western Bulldogs,2.4   5.5   7.8 11.11,77  
2001-19-05,Essendon,1.3   2.8  5.11 11.13,79  
2001-19-05,Sydney,2.5   7.6   9.8 11.11,77  
2001-19-06,Brisbane Lions,4.5  10.6 14.10 19.14,128  
2001-19-06,Richmond,1.1   4.4  10.5  15.7,97  
2001-19-07,West Coast,2.4   5.5  10.9 14.14,98  
2001-19-07,Fremantle,0.3   2.4   5.7  9.10,64  
2001-20-00,Kangaroos,3.5   7.7  14.7 15.10,100  
2001-20-00,Adelaide,6.3  14.7 18.10 25.12,162  
2001-20-01,Richmond,3.7  9.11 13.15 20.18,138  
2001-20-01,West Coast,2.4   3.6  5.11 10.13,73  
2001-20-02,Port Adelaide,4.6  10.9 12.13 14.15,99  
2001-20-02,Geelong,1.1   3.2   6.7  10.9,69  
2001-20-03,Collingwood,3.3   7.4  10.8  13.9,87  
2001-20-03,Essendon,4.7  5.12  9.14 15.17,107  
2001-20-04,St Kilda,4.3   8.6  12.8  16.8,104  
2001-20-04,Carlton,7.2   9.4 14.11 22.16,148  
2001-20-05,Hawthorn,4.1   8.1  11.4  12.7,79  
2001-20-05,Western Bulldogs,3.6  7.11 12.18 17.23,125  
2001-20-06,Sydney,1.4   7.7 11.10 14.14,98  
2001-20-06,Melbourne,6.7 12.11 15.12 19.17,131  
2001-20-07,Fremantle,4.4   5.9 11.11 12.15,87  
2001-20-07,Brisbane Lions,5.3   9.8  15.9 21.12,138  
2001-21-00,Richmond,5.4   9.6 12.11 13.14,92  
2001-21-00,Kangaroos,5.2   9.4  10.8 13.10,88  
2001-21-01,Carlton,4.3   8.3  12.6 20.10,130  
2001-21-01,Collingwood,2.2   6.4   7.6   9.8,62  
2001-21-02,Western Bulldogs,2.5   3.9  7.13 10.13,73  
2001-21-02,Port Adelaide,5.5 12.10 17.15 22.18,150  
2001-21-03,West Coast,1.3   2.5   5.9  6.11,47  
2001-21-03,Essendon,7.2  10.5  17.7 21.10,136  
2001-21-04,Adelaide,5.2   6.4  10.7 13.13,91  
2001-21-04,Hawthorn,0.0   2.3   4.5   8.5,53  
2001-21-05,Melbourne,3.2   8.6 11.12 16.18,114  
2001-21-05,Fremantle,5.3   6.5   7.7  12.7,79  
2001-21-06,Geelong,4.5   6.9  7.12  9.13,67  
2001-21-06,Brisbane Lions,2.2   8.5 15.10 16.14,110  
2001-21-07,Sydney,4.4  12.8 18.12 21.16,142  
2001-21-07,St Kilda,4.2   5.3   5.5   8.7,55  
2001-22-00,Essendon,3.2   7.6   9.7 12.11,83  
2001-22-00,Richmond,5.2   8.3  13.5  17.5,107  
2001-22-01,Carlton,3.4   7.9  9.18 13.19,97  
2001-22-01,Geelong,3.2   3.5   3.6   3.9,27  
2001-22-02,Hawthorn,7.3  10.3  11.7  13.9,87  
2001-22-02,St Kilda,3.1   7.4   9.7 13.11,89  
2001-22-03,Brisbane Lions,4.3   6.7  9.13 13.15,93  
2001-22-03,Sydney,4.2   5.4   7.6   9.8,62  
2001-22-04,Fremantle,4.3   8.9 13.15 17.18,120  
2001-22-04,Adelaide,3.5   8.9  9.13 11.17,83  
2001-22-05,Kangaroos,4.2   8.6  9.13 11.17,83  
2001-22-05,Collingwood,4.4   6.7  13.9 19.12,126  
2001-22-06,Port Adelaide,5.7 11.12 18.17 24.19,163  
2001-22-06,West Coast,0.3   2.6   3.7   7.9,51  
2001-22-07,Western Bulldogs,4.3  10.3  12.5  19.9,123  
2001-22-07,Melbourne,4.1   9.3  17.6  21.7,133  
2001-23-QualifyingFinal,Essendon,4.5   8.5  12.8 17.11,113  
2001-23-QualifyingFinal,Richmond,1.4   2.7  4.10  5.13,43   
2001-24-EliminationFinal,Carlton,5.4  10.8 12.12 17.16,118  
2001-24-EliminationFinal,Adelaide,1.6   3.6  5.10  6.14,50   
2001-25-QualifyingFinal,Brisbane Lions,1.6   3.9  8.14 12.16,88   
2001-25-QualifyingFinal,Port Adelaide,2.0   7.1   8.3   8.8,56   
2001-26-EliminationFinal,Hawthorn,1.0   5.4  11.9 19.15,129  
2001-26-EliminationFinal,Sydney,4.1   6.3   7.5  11.8,74   
2001-27-SemiFinal,Richmond,2.5   6.7   9.7  10.7,67   
2001-27-SemiFinal,Carlton,0.2   5.5  6.10  7.14,56   
2001-28-SemiFinal,Hawthorn,1.1   4.6   5.8 10.12,72   
2001-28-SemiFinal,Port Adelaide,3.1   4.5   8.7  10.9,69   
2001-29-PreliminaryFinal,Essendon,4.2   8.7   8.8 11.10,76   
2001-29-PreliminaryFinal,Hawthorn,2.6   2.7  5.11  9.13,67   
2001-30-PreliminaryFinal,Brisbane Lions,6.1  12.6 16.11 20.16,136  
2001-30-PreliminaryFinal,Richmond,4.1   6.4   7.5  10.8,68   
2001-31-GrandFinal,Brisbane Lions,3.7  5.10 11.12 15.18,108  
2001-31-GrandFinal,Essendon,3.2   8.6   9.8 12.10,82   
2002-01-00,Richmond,9.2  13.5  19.8 24.11,155  
2002-01-00,Collingwood,4.1   7.5  13.8 18.10,118  
2002-01-01,St Kilda,4.1   6.3   7.3  14.5,89  
2002-01-01,Carlton,1.1   4.1   7.4  10.5,65  
2002-01-02,Geelong,2.0   7.2   8.6 11.10,76  
2002-01-02,Essendon,4.5  11.9 17.12 18.18,126  
2002-01-03,Port Adelaide,1.1   4.3   6.6  11.7,73  
2002-01-03,Kangaroos,3.4   6.6 10.10 12.11,83  
2002-01-04,Sydney,2.3   8.8  8.12 12.15,87  
2002-01-04,Brisbane Lions,3.2   5.3  11.6  17.8,110  
2002-01-05,Western Bulldogs,4.5   8.9 10.15 12.21,93  
2002-01-05,Adelaide,3.5   9.9 12.12 16.16,112  
2002-01-06,West Coast,6.1   9.5  16.6 21.11,137  
2002-01-06,Fremantle,4.4   8.7  11.9 18.10,118  
2002-01-07,Hawthorn,4.4   4.6 13.12 15.13,103  
2002-01-07,Melbourne,6.1  12.2  13.6  20.9,129  
2002-02-00,Essendon,7.2  13.7 14.12 16.16,112  
2002-02-00,Richmond,0.3   2.6   5.9  8.12,60  
2002-02-01,Carlton,2.2   4.5   4.9   4.9,33  
2002-02-01,Sydney,4.0   9.3  12.7  17.9,111  
2002-02-02,Collingwood,6.5   8.9 15.14 17.18,120  
2002-02-02,West Coast,3.2   8.5  12.9 18.11,119  
2002-02-03,Kangaroos,2.4   6.6  10.7 16.14,110  
2002-02-03,Western Bulldogs,6.4  10.8  13.9 14.13,97  
2002-02-04,Adelaide,3.7   7.8 12.11 16.14,110  
2002-02-04,Geelong,2.2   2.4   9.6  12.7,79  
2002-02-05,Brisbane Lions,2.5  7.14 15.18 21.22,148  
2002-02-05,Hawthorn,2.2   3.6   4.9  6.10,46  
2002-02-06,Melbourne,5.1   7.4   9.9 16.13,109  
2002-02-06,Port Adelaide,2.3  3.12  8.15 11.16,82  
2002-02-07,Fremantle,0.1   3.7  7.13 10.16,76  
2002-02-07,St Kilda,4.5   8.6  10.7  11.7,73  
2002-03-00,Carlton,4.3   7.7   8.9  11.9,75  
2002-03-00,Collingwood,1.2   3.6   5.9  7.13,55  
2002-03-01,Richmond,3.4   6.6  8.11 13.18,96  
2002-03-01,Melbourne,2.4   5.5  10.6 11.10,76  
2002-03-02,Adelaide,7.4  12.6 15.10 17.12,114  
2002-03-02,Sydney,1.1   4.3   8.3  13.6,84  
2002-03-03,Brisbane Lions,3.4   8.7 11.12 17.15,117  
2002-03-03,Essendon,3.2   4.6  6.10  9.13,67  
2002-03-04,Kangaroos,2.2   5.3   7.3  10.7,67  
2002-03-04,Geelong,2.1   6.4  10.6  11.9,75  
2002-03-05,Hawthorn,3.3   7.3   8.8 13.11,89  
2002-03-05,Fremantle,2.4   3.7  8.10 11.13,79  
2002-03-06,St Kilda,2.2   5.2   7.5   8.8,56  
2002-03-06,Port Adelaide,4.4 10.10 15.15 20.19,139  
2002-03-07,West Coast,5.2   8.3 10.10 17.11,113  
2002-03-07,Western Bulldogs,2.4   4.9  8.13 11.15,81  
2002-04-00,Essendon,7.2  11.4  17.5  19.8,122  
2002-04-00,Adelaide,3.1   6.2   8.8 11.15,81  
2002-04-01,Collingwood,5.2   8.6 12.13 15.14,104  
2002-04-01,Hawthorn,0.3   4.6   7.6   9.9,63  
2002-04-02,Melbourne,4.4  11.6  17.9 21.11,137  
2002-04-02,West Coast,2.3   7.7  10.9 15.13,103  
2002-04-03,Sydney,4.5   8.7 11.10 15.13,103  
2002-04-03,Kangaroos,3.4   8.7 13.12 14.16,100  
2002-04-04,Western Bulldogs,0.1   5.2  10.4  12.6,78  
2002-04-04,Brisbane Lions,2.3   6.6  11.7 14.10,94  
2002-04-05,Port Adelaide,3.3   7.5  15.9 23.10,148  
2002-04-05,Carlton,2.2   7.5   9.9 14.11,95  
2002-04-06,Geelong,5.2  15.3  21.8 26.10,166  
2002-04-06,St Kilda,1.2   5.3   5.7   6.8,44  
2002-04-07,Fremantle,2.2   8.3  15.7 21.12,138  
2002-04-07,Richmond,5.3   7.4   9.4  11.6,72  
2002-05-00,Collingwood,1.2   3.5   7.8  9.12,66  
2002-05-00,Essendon,1.1   2.4   2.7   4.9,33  
2002-05-01,Western Bulldogs,1.9  5.14  8.17 10.21,81  
2002-05-01,Melbourne,2.2   5.6  10.8 15.14,104  
2002-05-02,Hawthorn,4.3   9.4  13.8 19.11,125  
2002-05-02,Richmond,4.3   6.5  8.11 12.11,83  
2002-05-03,West Coast,4.1   7.7 12.11 18.13,121  
2002-05-03,Brisbane Lions,3.4  5.11  8.12 10.15,75  
2002-05-04,St Kilda,2.2   2.2   5.5   8.8,56  
2002-05-04,Sydney,0.2   1.4   2.6   8.8,56  
2002-05-05,Adelaide,6.1   9.4  11.8 12.10,82  
2002-05-05,Port Adelaide,3.0   6.0  10.3  14.6,90  
2002-05-06,Geelong,4.2   9.4  15.6  17.9,111  
2002-05-06,Fremantle,2.1   3.4   4.7  6.13,49  
2002-05-07,Carlton,5.4   7.8  13.9 17.10,112  
2002-05-07,Kangaroos,4.5  9.11 13.13 19.17,131  
2002-06-00,St Kilda,1.1   1.3   3.8  3.10,28  
2002-06-00,Collingwood,4.4   9.9 12.12 16.15,111  
2002-06-01,Kangaroos,4.1   5.2  11.4  13.9,87  
2002-06-01,Hawthorn,8.4  14.8  21.9 24.11,155  
2002-06-02,Fremantle,2.3   5.8   9.9 13.11,89  
2002-06-02,Essendon,3.2   5.5   7.6   9.8,62  
2002-06-03,Carlton,3.2   5.5   8.7  9.14,68  
2002-06-03,Western Bulldogs,5.5   8.7 11.11 14.12,96  
2002-06-04,Brisbane Lions,6.6 10.13 15.16 21.20,146  
2002-06-04,Geelong,2.4   6.5  8.10 13.11,89  
2002-06-05,Sydney,4.4   8.5  13.6  15.9,99  
2002-06-05,Melbourne,0.2   5.5   8.7 10.11,71  
2002-06-06,Richmond,2.3   4.4   8.7  11.7,73  
2002-06-06,Adelaide,5.0  7.12  9.17 14.21,105  
2002-06-07,Port Adelaide,8.4  10.7 14.12 20.13,133  
2002-06-07,West Coast,1.2   8.5   8.9 11.13,79  
2002-07-00,Essendon,4.1   7.7  9.12 12.15,87  
2002-07-00,Carlton,0.4   2.5   4.7   9.8,62  
2002-07-01,Hawthorn,6.3  11.5  17.8 20.10,130  
2002-07-01,Geelong,1.2   7.3   8.7 11.12,78  
2002-07-02,West Coast,5.3  11.8 16.11 21.13,139  
2002-07-02,Kangaroos,3.2   5.6   9.9 13.12,90  
2002-07-03,Richmond,2.1   5.4  11.6 13.10,88  
2002-07-03,Sydney,4.3   7.4  10.7 12.10,82  
2002-07-04,Adelaide,5.2   8.5  14.8 18.10,118  
2002-07-04,Fremantle,2.1   5.3   8.7 13.11,89  
2002-07-05,Brisbane Lions,5.3  12.5 13.10 19.15,129  
2002-07-05,Port Adelaide,2.1   7.2   9.6  11.6,72  
2002-07-06,Western Bulldogs,2.3   5.7  6.11  8.15,63  
2002-07-06,Collingwood,3.1   5.3   7.4  11.7,73  
2002-07-07,Melbourne,3.7   6.8 14.10 15.15,105  
2002-07-07,St Kilda,2.1   6.4  10.8 15.12,102  
2002-08-00,Hawthorn,2.9  5.12  8.12 12.17,89  
2002-08-00,Carlton,1.4   6.6  10.7  12.8,80  
2002-08-01,Richmond,2.3   7.6  10.9 13.16,94  
2002-08-01,West Coast,3.4   7.5  8.11 10.13,73  
2002-08-02,Port Adelaide,7.1  11.3  16.4  20.9,129  
2002-08-02,Geelong,1.3   4.4  6.10  7.12,54  
2002-08-03,Collingwood,5.1   8.9 14.12 17.12,114  
2002-08-03,Brisbane Lions,7.2  10.5  12.9 16.15,111  
2002-08-04,Fremantle,2.4   5.8 11.10 14.10,94  
2002-08-04,Melbourne,4.6   6.9 10.10 13.11,89  
2002-08-05,Kangaroos,4.4  10.7 12.11 16.14,110  
2002-08-05,Adelaide,3.1   7.4  10.9  14.9,93  
2002-08-06,Western Bulldogs,3.5  10.8 16.13 24.15,159  
2002-08-06,Sydney,1.7  7.11  9.16 11.24,90  
2002-08-07,Essendon,3.5  13.8 21.12 26.15,171  
2002-08-07,St Kilda,2.2   3.3   4.5  11.6,72  
2002-09-00,Port Adelaide,6.1   8.4  10.6  14.7,91  
2002-09-00,Collingwood,1.2   4.6   9.9 12.14,86  
2002-09-01,Geelong,5.1  10.2  15.3  17.3,105  
2002-09-01,Western Bulldogs,3.2  10.5  17.5  18.9,117  
2002-09-02,Melbourne,7.1  10.4  15.8  17.9,111  
2002-09-02,Kangaroos,4.6  11.9 12.10 15.17,107  
2002-09-03,Sydney,3.7  4.11  8.12 11.17,83  
2002-09-03,Essendon,6.1   7.6   9.9 12.13,85  
2002-09-04,St Kilda,0.4   3.7   8.9 10.12,72  
2002-09-04,Richmond,2.1   5.3   7.3   9.9,63  
2002-09-05,Brisbane Lions,5.2   9.5 13.10 16.13,109  
2002-09-05,Fremantle,4.4   8.6  9.10 11.13,79  
2002-09-06,Carlton,1.4   4.6   6.7  11.9,75  
2002-09-06,Adelaide,6.3  10.5 15.10 20.11,131  
2002-09-07,West Coast,3.2   8.5  13.8 19.12,126  
2002-09-07,Hawthorn,4.0   8.0   9.4  14.4,88  
2002-10-00,Kangaroos,4.5  6.11 11.16 12.20,92  
2002-10-00,Essendon,4.3   6.6  8.10 12.12,84  
2002-10-01,Richmond,3.0   7.5 11.12 14.14,98  
2002-10-01,Western Bulldogs,6.2   7.6  12.9 17.15,117  
2002-10-02,Geelong,2.6  4.11  8.15 12.17,89  
2002-10-02,Melbourne,0.3   4.5   5.6   9.9,63  
2002-10-03,Collingwood,5.9   6.9  8.10 14.11,95  
2002-10-03,Sydney,2.1   7.3 10.10 12.12,84  
2002-10-04,Adelaide,6.2   9.5  11.9 15.11,101  
2002-10-04,Brisbane Lions,5.3   6.5   9.6 14.10,94  
2002-10-05,Hawthorn,1.2   4.3   8.4  12.5,77  
2002-10-05,Port Adelaide,5.3   8.5 12.11 17.15,117  
2002-10-06,St Kilda,8.0  15.3  20.5  20.7,127  
2002-10-06,West Coast,3.2   5.5   7.8 11.11,77  
2002-10-07,Fremantle,1.4   8.6  13.9 14.12,96  
2002-10-07,Carlton,4.3   7.5   8.8  10.8,68  
2002-11-00,Kangaroos,6.3  10.7  10.8 14.11,95  
2002-11-00,Richmond,5.2   7.6 10.12 11.18,84  
2002-11-01,Adelaide,1.4  3.12  8.14 14.18,102  
2002-11-01,Hawthorn,2.0   5.3   6.7  8.10,58  
2002-11-02,Essendon,1.1   4.3   5.7   7.7,49  
2002-11-02,Port Adelaide,4.2   7.6 10.10 16.12,108  
2002-11-03,West Coast,3.3   8.8 10.11 15.12,102  
2002-11-03,Sydney,2.3   5.6  10.8 13.11,89  
2002-11-04,Brisbane Lions,2.3  5.10  9.12 16.17,113  
2002-11-04,St Kilda,3.3   3.8   6.8  7.10,52  
2002-11-05,Geelong,4.4   8.4  13.6 15.10,100  
2002-11-05,Carlton,2.1   5.7  6.11 14.12,96  
2002-11-06,Western Bulldogs,7.3  12.6 16.10 22.13,145  
2002-11-06,Fremantle,3.2   6.4  10.4  12.8,80  
2002-11-07,Melbourne,1.5   4.8  8.12 10.15,75  
2002-11-07,Collingwood,5.4  10.7  15.8 19.12,126  
2002-12-00,Essendon,3.3   6.6  8.11 10.12,72  
2002-12-00,Hawthorn,3.2   4.3   9.3  10.5,65  
2002-12-01,Carlton,2.4   6.9 10.12 12.16,88  
2002-12-01,West Coast,3.4   7.8  9.14 12.17,89  
2002-12-02,Sydney,4.4   9.4  11.6  15.9,99  
2002-12-02,Geelong,3.1   6.5  9.10 15.11,101  
2002-12-03,Fremantle,2.3  3.11  9.13 12.18,90  
2002-12-03,Collingwood,6.1   8.1  10.5  12.7,79  
2002-12-04,Western Bulldogs,5.4 10.11 13.15 19.19,133  
2002-12-04,St Kilda,4.2   7.4  12.5  13.8,86  
2002-12-05,Melbourne,2.3   7.8 12.11 14.14,98  
2002-12-05,Adelaide,3.4   5.8  9.11 10.13,73  
2002-12-06,Brisbane Lions,6.3  12.9 17.12 20.18,138  
2002-12-06,Kangaroos,5.3   9.5  15.7  19.9,123  
2002-12-07,Port Adelaide,6.3  15.5 20.10 23.16,154  
2002-12-07,Richmond,3.1   4.3   7.5 10.10,70  
2002-13-00,Essendon,7.2  12.7 17.11 18.12,120  
2002-13-00,Melbourne,3.4   5.5  10.9 16.12,108  
2002-13-01,Richmond,1.5   3.6  5.10  7.12,54  
2002-13-01,Geelong,1.2   8.5  11.8 14.12,96  
2002-13-02,Port Adelaide,7.2  14.4  21.8 25.11,161  
2002-13-02,Western Bulldogs,2.1   6.3  12.5  18.7,115  
2002-13-03,Brisbane Lions,3.2   8.5  14.7 19.10,124  
2002-13-03,Carlton,4.5   7.9 12.12 16.13,109  
2002-13-04,Collingwood,2.3   4.8  9.10 13.15,93  
2002-13-04,Kangaroos,2.2   5.4   5.8  8.12,60  
2002-13-05,Sydney,6.3  10.5 15.11 20.19,139  
2002-13-05,Fremantle,2.3   7.4   9.6   9.8,62  
2002-13-06,St Kilda,2.2   4.5  6.10 11.12,78  
2002-13-06,Hawthorn,3.4   7.6  11.7  13.9,87  
2002-13-07,West Coast,5.2  10.7 15.11 20.15,135  
2002-13-07,Adelaide,3.2   4.3   9.7  18.9,117  
2002-14-00,Carlton,3.5   6.6  10.6  13.8,86  
2002-14-00,Richmond,4.3   8.5 10.10 12.13,85  
2002-14-01,Geelong,3.5   3.8  5.15  8.17,65  
2002-14-01,West Coast,1.5   4.7   4.9   4.9,33  
2002-14-02,Hawthorn,3.5   7.6   9.8  11.8,74  
2002-14-02,Sydney,1.2   3.5   7.7  9.10,64  
2002-14-03,Western Bulldogs,3.3   9.5  14.6 18.10,118  
2002-14-03,Essendon,5.4   8.9 13.13 17.16,118  
2002-14-04,Fremantle,3.5   6.5   7.8   9.9,63  
2002-14-04,Port Adelaide,4.5  8.10 14.12 22.15,147  
2002-14-05,Melbourne,2.2   6.7  13.8 20.11,131  
2002-14-05,Brisbane Lions,8.3  11.8 14.11 16.14,110  
2002-14-06,St Kilda,5.1  10.2  11.4  13.6,84  
2002-14-06,Kangaroos,3.0   8.1  15.2  20.8,128  
2002-14-07,Adelaide,2.4   4.9  9.11 17.14,116  
2002-14-07,Collingwood,4.6  13.8 18.10 21.12,138  
2002-15-00,Hawthorn,2.2   8.7 10.11 17.14,116  
2002-15-00,Western Bulldogs,3.3   8.6  12.8  14.9,93  
2002-15-01,Kangaroos,2.3   6.5  10.9 12.11,83  
2002-15-01,Fremantle,5.3  10.5  12.7 12.10,82  
2002-15-02,Collingwood,2.2   5.4  12.8  15.9,99  
2002-15-02,Geelong,5.5   7.9 13.11 19.13,127  
2002-15-03,Richmond,1.2   3.6   5.8  7.13,55  
2002-15-03,Brisbane Lions,6.3  11.6  15.9 18.10,118  
2002-15-04,Adelaide,4.3   6.4  10.5  15.9,99  
2002-15-04,St Kilda,3.0   4.5   7.7  12.9,81  
2002-15-05,Sydney,1.6   6.8  9.10 13.14,92  
2002-15-05,Port Adelaide,2.4   4.7  10.7 14.10,94  
2002-15-06,Carlton,6.2   6.5   9.9 14.11,95  
2002-15-06,Melbourne,6.3  13.7  15.8 21.13,139  
2002-15-07,West Coast,3.4   6.9  7.10 13.12,90  
2002-15-07,Essendon,1.2   3.6  6.10  8.15,63  
2002-16-00,Collingwood,0.3   2.6   8.7 13.11,89  
2002-16-00,Richmond,4.4   4.7   6.7   7.7,49  
2002-16-01,Melbourne,0.6  4.10  5.11  9.13,67  
2002-16-01,Hawthorn,2.3   5.4  10.6  14.9,93  
2002-16-02,Kangaroos,4.3   7.6  11.9 14.15,99  
2002-16-02,Port Adelaide,2.4   4.7 10.10 10.10,70  
2002-16-03,Essendon,2.2   4.2   7.4   8.8,56  
2002-16-03,Geelong,4.3   8.5  11.7 14.11,95  
2002-16-04,Fremantle,3.1   5.5  10.7 15.10,100  
2002-16-04,West Coast,5.0   6.1   7.3  11.4,70  
2002-16-05,Brisbane Lions,4.5   9.9 13.13 17.15,117  
2002-16-05,Sydney,3.0   6.3   9.4  12.7,79  
2002-16-06,Carlton,1.1  10.4 13.10 14.13,97  
2002-16-06,St Kilda,9.2  12.3  16.5  22.8,140  
2002-16-07,Adelaide,6.2   9.6  16.8 21.12,138  
2002-16-07,Western Bulldogs,1.1   8.2  10.7 14.11,95  
2002-17-00,Richmond,1.2   2.3   6.6  7.11,53  
2002-17-00,Essendon,4.2   5.8   5.9  7.12,54  
2002-17-01,Hawthorn,3.2   6.5   9.5  10.8,68  
2002-17-01,Brisbane Lions,1.3   7.6 15.10 18.16,124  
2002-17-02,West Coast,7.2   9.7  13.9 17.12,114  
2002-17-02,Collingwood,5.2   5.4   6.6   8.8,56  
2002-17-03,Sydney,3.5   9.9 12.12 13.14,92  
2002-17-03,Carlton,3.3   5.4   7.8  10.9,69  
2002-17-04,Port Adelaide,6.4  12.7 14.10 17.14,116  
2002-17-04,Melbourne,3.2   9.4  11.6 17.10,112  
2002-17-05,Geelong,2.3   7.7  8.13 12.18,90  
2002-17-05,Adelaide,6.1   7.1  11.3  15.3,93  
2002-17-06,Western Bulldogs,8.5  12.7  16.9 21.13,139  
2002-17-06,Kangaroos,2.3   7.6  11.8  16.9,105  
2002-17-07,St Kilda,3.0   4.3  10.8 18.10,118  
2002-17-07,Fremantle,4.5   6.7  9.11 11.13,79  
2002-18-00,Collingwood,5.5   9.8 15.12 21.15,141  
2002-18-00,Carlton,1.2   1.3   2.6   4.9,33  
2002-18-01,Geelong,1.2   4.4   4.8   7.9,51  
2002-18-01,Kangaroos,4.5   8.6  10.8 17.13,115  
2002-18-02,Fremantle,4.3   8.6 11.11 14.12,96  
2002-18-02,Hawthorn,1.1   2.5   2.8  4.11,35  
2002-18-03,Essendon,3.0   7.2   8.3  11.5,71  
2002-18-03,Brisbane Lions,5.2   9.3  11.5 16.12,108  
2002-18-04,Port Adelaide,3.3   9.5  12.7  16.9,105  
2002-18-04,St Kilda,4.1   4.4   5.8   9.9,63  
2002-18-05,Sydney,3.3   7.4  11.6  15.8,98  
2002-18-05,Adelaide,7.5  13.7  16.9 17.14,116  
2002-18-06,Western Bulldogs,5.2  13.2  18.6 22.10,142  
2002-18-06,West Coast,5.2  11.5  13.6  14.7,91  
2002-18-07,Melbourne,3.2   6.4   7.8 14.10,94  
2002-18-07,Richmond,4.3   6.9 12.11 14.15,99  
2002-19-00,Hawthorn,1.4   7.9 12.12 15.15,105  
2002-19-00,Collingwood,3.3   9.5  10.9 14.13,97  
2002-19-01,Carlton,0.3   0.4  3.13  5.15,45  
2002-19-01,Port Adelaide,2.3   3.9  7.10  7.12,54  
2002-19-02,Richmond,4.3   7.6 10.10 18.14,122  
2002-19-02,Fremantle,2.3   3.8  6.11 10.12,72  
2002-19-03,Brisbane Lions,3.7  6.12 10.16 14.21,105  
2002-19-03,Western Bulldogs,3.4   5.7  7.10  9.13,67  
2002-19-04,Kangaroos,4.3  10.3  14.6  15.7,97  
2002-19-04,Sydney,5.4   6.5  12.7 22.12,144  
2002-19-05,Adelaide,5.3   8.7 14.11 18.16,124  
2002-19-05,Essendon,3.3   6.5   7.6 11.10,76  
2002-19-06,St Kilda,3.1   6.5  9.10 15.11,101  
2002-19-06,Geelong,7.1  11.1  16.6  16.6,102  
2002-19-07,West Coast,5.2   6.5  11.9 15.10,100  
2002-19-07,Melbourne,1.4   8.7 10.12 15.16,106  
2002-20-00,Richmond,4.2   9.8 12.11 16.11,107  
2002-20-00,Hawthorn,5.4  5.10  6.14 13.15,93  
2002-20-01,Kangaroos,2.7   7.7 15.10 17.12,114  
2002-20-01,Carlton,2.1   5.2   9.3  15.5,95  
2002-20-02,Fremantle,6.3   9.7 13.10 17.15,117  
2002-20-02,Geelong,3.3   6.3   8.5  11.6,72  
2002-20-03,Essendon,6.3  10.6 14.10 19.12,126  
2002-20-03,Collingwood,2.2   4.4   8.8 10.11,71  
2002-20-04,Brisbane Lions,6.4 11.10 14.12 20.16,136  
2002-20-04,West Coast,4.2   7.4   9.8 13.11,89  
2002-20-05,Sydney,3.3   7.6 10.10 12.15,87  
2002-20-05,St Kilda,1.2   4.2   9.5  12.8,80  
2002-20-06,Melbourne,3.5   9.8 12.13 15.17,107  
2002-20-06,Western Bulldogs,3.1   8.2  12.8 14.11,95  
2002-20-07,Port Adelaide,3.3   7.4   9.7 12.12,84  
2002-20-07,Adelaide,2.2   6.5   8.6 11.10,76  
2002-21-00,Hawthorn,5.2   9.4  14.6  16.8,104  
2002-21-00,Kangaroos,4.5   8.8 14.11 17.17,119  
2002-21-01,Geelong,0.3   2.6   4.8  7.13,55  
2002-21-01,Brisbane Lions,5.1  11.5  13.9 16.14,110  
2002-21-02,Melbourne,1.2   4.6   7.8 11.11,77  
2002-21-02,Sydney,6.3  12.3  17.5  23.7,145  
2002-21-03,Western Bulldogs,1.1   5.4  12.6 14.13,97  
2002-21-03,Carlton,9.3  11.5  13.7  15.9,99  
2002-21-04,West Coast,1.1   3.3   8.3  10.5,65  
2002-21-04,Port Adelaide,3.5   8.6 11.10 14.19,103  
2002-21-05,Collingwood,1.1   4.6   8.8 11.11,77  
2002-21-05,St Kilda,1.6   5.7  9.10  9.12,66  
2002-21-06,Essendon,5.3   7.8  9.12 13.15,93  
2002-21-06,Fremantle,2.5   5.6  7.10 10.12,72  
2002-21-07,Adelaide,4.1   6.2   9.7  13.9,87  
2002-21-07,Richmond,1.3   5.5   7.7  9.11,65  
2002-22-00,Geelong,0.2   4.6   6.7   8.9,57  
2002-22-00,Hawthorn,5.3   7.5   8.6  11.9,75  
2002-22-01,Collingwood,2.4   6.6  9.12 10.13,73  
2002-22-01,Western Bulldogs,4.3   6.5  11.7 17.12,114  
2002-22-02,Port Adelaide,1.2   5.4  12.9 13.12,90  
2002-22-02,Brisbane Lions,1.2   7.2   8.5  13.6,84  
2002-22-03,St Kilda,6.1   8.3  13.8  18.9,117  
2002-22-03,Melbourne,3.1   9.9 13.12 20.15,135  
2002-22-04,Sydney,2.7  5.10 12.12 17.14,116  
2002-22-04,Richmond,3.2   6.8   9.9 11.10,76  
2002-22-05,Kangaroos,5.6 10.10 13.13 18.18,126  
2002-22-05,West Coast,6.3   9.5  16.8 22.11,143  
